Statistic,Month,Industry.Sector.NACE.Rev.2,value
Industrial Production Index,2015 December,Rubber and plastic products (22),51.9
Industrial Production Index,2015 December,Other non-metallic mineral products (23),49.2
Industrial Production Index,2015 December,"Computer, electronic and optical products (26)",
Industrial Production Index,2015 December,Electrical equipment (27),79.5
Industrial Production Index,2015 December,Machinery and equipment n.e.c. (28),
Industrial Production Index,2015 December,"Electricity, gas, steam and air conditioning supply (35)",146.3
Industrial Production Index,2015 December,"Energy producing industries (05,06,19,35)",
Industrial Production Index,2015 December,Mining and quarrying (05 to 09),
Industrial Production Index,2015 December,Transportable goods industries (05 to 33),60.2
Industrial Production Index,2015 December,Industries (05 to 35),61.3
Industrial Production Index,2015 December,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",78.2
Industrial Production Index,2015 December,"Food products and beverages (10,11)",
Industrial Production Index,2015 December,Manufacturing industries (10 to 33),60.4
Industrial Production Index,2015 December,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",102.1
Industrial Production Index,2015 December,"Textiles, wearing apparel and leather products (13 to 15)",83.8
Industrial Production Index,2015 December,"Paper and paper products, printing and reproduction of recorded media (17,18)",145.1
Industrial Production Index,2015 December,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index,2015 December,"Basic metals and fabricated metal products (24,25)",78.6
Industrial Production Index,2015 December,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Production Index,2015 December,"Transport equipment (29,30)",113.9
Industrial Production Index,2015 December,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Production Index,2015 December,"Other foods (102 to 104,108)",61.0
Industrial Production Index,2015 December,"Grain mill and starch products; prepared animal feeds (106,109)",71.5
Industrial Production Index,2015 December,"Modern sector (182,20,21,26,27,325)",58.4
Industrial Production Index,2015 December,Capital goods,
Industrial Production Index,2015 December,Intermediate goods,
Industrial Production Index,2015 December,Consumer goods,
Industrial Production Index,2015 December,Durable consumer goods,
Industrial Production Index,2015 December,Non-durable consumer goods,
Industrial Production Index,2016 January,Food products (10),75.9
Industrial Production Index,2016 January,Meat and meat products (101),79.1
Industrial Production Index,2016 January,Dairy products (105),32.0
Industrial Production Index,2016 January,Bakery and farinaceous products (107),95.4
Industrial Production Index,2016 January,Beverages (11),
Industrial Production Index,2016 January,"Wood and wood products, except furniture (16)",52.3
Industrial Production Index,2016 January,Chemicals and chemical products (20),
Industrial Production Index,2016 January,Basic pharmaceutical products and preparations (21),
Industrial Production Index,2016 January,Rubber and plastic products (22),67.5
Industrial Production Index,2016 January,Other non-metallic mineral products (23),58.5
Industrial Production Index,2016 January,"Computer, electronic and optical products (26)",
Industrial Production Index,2016 January,Electrical equipment (27),66.1
Industrial Production Index,2016 January,Machinery and equipment n.e.c. (28),
Industrial Production Index,2016 January,"Electricity, gas, steam and air conditioning supply (35)",145.3
Industrial Production Index,2016 January,"Energy producing industries (05,06,19,35)",
Industrial Production Index,2016 January,Mining and quarrying (05 to 09),
Industrial Production Index,2016 January,Transportable goods industries (05 to 33),83.2
Industrial Production Index,2016 January,Industries (05 to 35),83.8
Industrial Production Index,2016 January,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",81.0
Industrial Production Index,2016 January,"Food products and beverages (10,11)",
Industrial Production Index,2016 January,Manufacturing industries (10 to 33),83.6
Industrial Production Index,2016 January,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",102.3
Industrial Production Index,2016 January,"Textiles, wearing apparel and leather products (13 to 15)",82.7
Industrial Production Index,2016 January,"Paper and paper products, printing and reproduction of recorded media (17,18)",112.2
Industrial Production Index,2016 January,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index,2016 January,"Basic metals and fabricated metal products (24,25)",81.6
Industrial Production Index,2016 January,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Production Index,2016 January,"Transport equipment (29,30)",100.6
Industrial Production Index,2016 January,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Production Index,2016 January,"Other foods (102 to 104,108)",78.8
Industrial Production Index,2016 January,"Grain mill and starch products; prepared animal feeds (106,109)",74.7
Industrial Production Index,2016 January,"Modern sector (182,20,21,26,27,325)",84.3
Industrial Production Index,2016 January,Capital goods,
Industrial Production Index,2016 January,Intermediate goods,
Industrial Production Index,2016 January,Consumer goods,
Industrial Production Index,2016 January,Durable consumer goods,
Industrial Production Index,2016 January,Non-durable consumer goods,
Industrial Production Index,2016 February,Food products (10),76.5
Industrial Production Index,2016 February,Meat and meat products (101),78.4
Industrial Production Index,2016 February,Dairy products (105),49.7
Industrial Production Index,2016 February,Bakery and farinaceous products (107),99.8
Industrial Production Index,2016 February,Beverages (11),
Industrial Production Index,2016 February,"Wood and wood products, except furniture (16)",57.8
Industrial Production Index,2016 February,Chemicals and chemical products (20),
Industrial Production Index,2016 February,Basic pharmaceutical products and preparations (21),
Industrial Production Index,2016 February,Rubber and plastic products (22),67.1
Industrial Production Index,2016 February,Other non-metallic mineral products (23),65.8
Industrial Production Index,2016 February,"Computer, electronic and optical products (26)",
Industrial Production Index,2016 February,Electrical equipment (27),73.1
Industrial Production Index,2016 February,Machinery and equipment n.e.c. (28),
Industrial Production Index,2016 February,"Electricity, gas, steam and air conditioning supply (35)",152.7
Industrial Production Index,2016 February,"Energy producing industries (05,06,19,35)",
Industrial Production Index,2016 February,Mining and quarrying (05 to 09),
Industrial Production Index,2016 February,Transportable goods industries (05 to 33),49.2
Industrial Production Index,2016 February,Industries (05 to 35),50.7
Industrial Production Index,2016 February,"Traditional sector (05 to 17,181,19,22 to 25,28 to 31,321 to 324,329,33,35)",85.7
Industrial Production Index,2016 February,"Food products and beverages (10,11)",
Industrial Production Index,2016 February,Manufacturing industries (10 to 33),49.3
Industrial Production Index,2016 February,"Tobacco: leather; petroleum; transport equipment; furniture; repair of machinery (12, 15, 19, 29 to 31,33)",122.1
Industrial Production Index,2016 February,"Textiles, wearing apparel and leather products (13 to 15)",89.9
Industrial Production Index,2016 February,"Paper and paper products, printing and reproduction of recorded media (17,18)",107.3
Industrial Production Index,2016 February,"Chemicals and pharmaceuticals (20,21)",
Industrial Production Index,2016 February,"Basic metals and fabricated metal products (24,25)",78.8
Industrial Production Index,2016 February,"Computer, electronic, optical and electrical equipment (26,27)",
Industrial Production Index,2016 February,"Transport equipment (29,30)",122.1
Industrial Production Index,2016 February,"Other manufacturing, repair and installation of machinery and equipment (32,33)",
Industrial Production Index,2016 February,"Other foods (102 to 104,108)",77.8
Industrial Production Index,2016 February,"Grain mill and starch products; prepared animal feeds (106,109)",76.7
Industrial Production Index,2016 February,"Modern sector (182,20,21,26,27,325)",44.6
Industrial Production Index,2016 February,Capital goods,
Industrial Production Index,2016 February,Intermediate goods,
Industrial Production Index,2016 February,Consumer goods,
Industrial Production Index,2016 February,Durable consumer goods,
Industrial Production Index,2016 February,Non-durable consumer goods,
Industrial Production Index,2016 March,Food products (10),82.1
Industrial Production Index,2016 March,Meat and meat products (101),88.4
Industrial Production Index,2016 March,Dairy products (105),80.2
Industrial Production Index,2016 March,Bakery and farinaceous products (107),108.0
Industrial Production Index,2016 March,Beverages (11),
Industrial Production Index,2016 March,"Wood and wood products, except furniture (16)",64.8
Industrial Production Index,2016 March,Chemicals and chemical products (20),
Industrial Production Index,2016 March,Basic pharmaceutical products and preparations (21),
Industrial Production Index,2016 March,Rubber and plastic products (22),71.4
