,Statistic,Quarter,Eircode.Output,value
4998,New Dwelling Completion,2020Q4,P67: Mitchelstown,7
4999,New Dwelling Completion,2020Q4,P72: Bandon,17
5000,New Dwelling Completion,2020Q4,P75: Bantry,10
5001,New Dwelling Completion,2020Q4,P81: Skibbereen,11
5002,New Dwelling Completion,2020Q4,P85: Clonakilty,22
5003,New Dwelling Completion,2020Q4,R14: Athy,17
5004,New Dwelling Completion,2020Q4,R21: Mhuine Bheag,3
5005,New Dwelling Completion,2020Q4,R32: Portlaoise,123
5006,New Dwelling Completion,2020Q4,R35: Tullamore,34
5007,New Dwelling Completion,2020Q4,R42: Birr,19
5008,New Dwelling Completion,2020Q4,R45: Edenderry,30
5009,New Dwelling Completion,2020Q4,R51: Kildare,51
5010,New Dwelling Completion,2020Q4,R56: Curragh,50
5011,New Dwelling Completion,2020Q4,R93: Carlow,58
5012,New Dwelling Completion,2020Q4,R95: Kilkenny,96
5013,New Dwelling Completion,2020Q4,T12: Cork Southside,136
5014,New Dwelling Completion,2020Q4,T23: Cork Northside,113
5015,New Dwelling Completion,2020Q4,T34: Carrignavar,3
5016,New Dwelling Completion,2020Q4,T45: Glanmire,65
5017,New Dwelling Completion,2020Q4,T56: Watergrasshill,9
5018,New Dwelling Completion,2020Q4,V14: Shannon,2
5019,New Dwelling Completion,2020Q4,V15: Kilrush,3
5020,New Dwelling Completion,2020Q4,V23: Caherciveen,9
5021,New Dwelling Completion,2020Q4,V31: Listowel,29
5022,New Dwelling Completion,2020Q4,V35: Kilmallock,23
5023,New Dwelling Completion,2020Q4,V42: Newcastle West,8
5024,New Dwelling Completion,2020Q4,V92: Tralee,71
5025,New Dwelling Completion,2020Q4,V93: Killarney,140
5026,New Dwelling Completion,2020Q4,V94: Limerick,175
5027,New Dwelling Completion,2020Q4,V95: Ennis,109
5028,New Dwelling Completion,2020Q4,W12: Newbridge,33
5029,New Dwelling Completion,2020Q4,W23: Celbridge,189
5030,New Dwelling Completion,2020Q4,W34: Monasterevin,8
5031,New Dwelling Completion,2020Q4,W91: Naas,294
5032,New Dwelling Completion,2020Q4,X35: Dungarvan,29
5033,New Dwelling Completion,2020Q4,X42: Kilmacthomas,6
5034,New Dwelling Completion,2020Q4,X91: Waterford,86
5035,New Dwelling Completion,2020Q4,Y14: Arklow,43
5036,New Dwelling Completion,2020Q4,Y21: Enniscorthy,62
5037,New Dwelling Completion,2020Q4,Y25: Gorey,50
5038,New Dwelling Completion,2020Q4,Y34: New Ross,17
5039,New Dwelling Completion,2020Q4,Y35: Wexford,85
5040,New Dwelling Completion,2021Q1,All,3967
5041,New Dwelling Completion,2021Q1,A41: Ballyboughal,0
5042,New Dwelling Completion,2021Q1,A42: Garristown,2
5043,New Dwelling Completion,2021Q1,A45: Oldtown,0
5044,New Dwelling Completion,2021Q1,A63: Greystones,24
5045,New Dwelling Completion,2021Q1,A67: Wicklow,47
5046,New Dwelling Completion,2021Q1,A75: Castleblaney,20
5047,New Dwelling Completion,2021Q1,A81: Carrickmacross,8
5048,New Dwelling Completion,2021Q1,A82: Kells,38
5049,New Dwelling Completion,2021Q1,A83: Enfield,27
5050,New Dwelling Completion,2021Q1,A84: Ashbourne,2
5051,New Dwelling Completion,2021Q1,A85: Dunshaughlin,19
5052,New Dwelling Completion,2021Q1,A86: Dunboyne,25
5053,New Dwelling Completion,2021Q1,A91: Dundalk,86
5054,New Dwelling Completion,2021Q1,A92: Drogheda,197
5055,New Dwelling Completion,2021Q1,A94: Blackrock,20
5056,New Dwelling Completion,2021Q1,A96: Glenageary,9
5057,New Dwelling Completion,2021Q1,A98: Bray,13
5058,New Dwelling Completion,2021Q1,C15: Navan,61
5059,New Dwelling Completion,2021Q1,D01: Dublin 1,60
5060,New Dwelling Completion,2021Q1,D02: Dublin 2,3
5061,New Dwelling Completion,2021Q1,D03: Dublin 3,5
5062,New Dwelling Completion,2021Q1,D04: Dublin 4,10
5063,New Dwelling Completion,2021Q1,D05: Dublin 5,7
5064,New Dwelling Completion,2021Q1,D06: Dublin 6,4
5065,New Dwelling Completion,2021Q1,D07: Dublin 7,35
5066,New Dwelling Completion,2021Q1,D08: Dublin 8,12
5067,New Dwelling Completion,2021Q1,D09: Dublin 9,134
5068,New Dwelling Completion,2021Q1,D10: Dublin 10,0
5069,New Dwelling Completion,2021Q1,D11: Dublin 11,52
5070,New Dwelling Completion,2021Q1,D12: Dublin 12,2
5071,New Dwelling Completion,2021Q1,D13: Dublin 13,68
5072,New Dwelling Completion,2021Q1,D14: Dublin 14,14
5073,New Dwelling Completion,2021Q1,D15: Dublin 15,158
5074,New Dwelling Completion,2021Q1,D16: Dublin 16,2
5075,New Dwelling Completion,2021Q1,D17: Dublin 17,1
5076,New Dwelling Completion,2021Q1,D18: Dublin 18,84
5077,New Dwelling Completion,2021Q1,D20: Dublin 20,1
5078,New Dwelling Completion,2021Q1,D22: Dublin 22,82
5079,New Dwelling Completion,2021Q1,D24: Dublin 24,87
5080,New Dwelling Completion,2021Q1,D6W: Dublin 6W,64
5081,New Dwelling Completion,2021Q1,E21: Cahir,5
5082,New Dwelling Completion,2021Q1,E25: Cashel,1
5083,New Dwelling Completion,2021Q1,E32: Carrick-on-Suir,7
5084,New Dwelling Completion,2021Q1,E34: Tipperary,22
5085,New Dwelling Completion,2021Q1,E41: Thurles,13
5086,New Dwelling Completion,2021Q1,E45: Nenagh,9
5087,New Dwelling Completion,2021Q1,E53: Roscrea,3
5088,New Dwelling Completion,2021Q1,E91: Clonmel,7
5089,New Dwelling Completion,2021Q1,F12: Claremorris,17
5090,New Dwelling Completion,2021Q1,F23: Castlebar,11
5091,New Dwelling Completion,2021Q1,F26: Ballina,20
5092,New Dwelling Completion,2021Q1,F28: Westport,11
5093,New Dwelling Completion,2021Q1,F31: Ballinrobe,1
5094,New Dwelling Completion,2021Q1,F35: Ballyhaunis,3
5095,New Dwelling Completion,2021Q1,F42: Roscommon,38
5096,New Dwelling Completion,2021Q1,F45: Castlerea,12
5097,New Dwelling Completion,2021Q1,F52: Boyle,6
5098,New Dwelling Completion,2021Q1,F56: Ballymote,5
5099,New Dwelling Completion,2021Q1,F91: Sligo,18
5100,New Dwelling Completion,2021Q1,F92: Letterkenny,43
5101,New Dwelling Completion,2021Q1,F93: Lifford,20
5102,New Dwelling Completion,2021Q1,F94: Donegal,21
5103,New Dwelling Completion,2021Q1,H12: Cavan,12
5104,New Dwelling Completion,2021Q1,H14: Belturbet,7
5105,New Dwelling Completion,2021Q1,H16: Cootehill,5
5106,New Dwelling Completion,2021Q1,H18: Monaghan,15
5107,New Dwelling Completion,2021Q1,H23: Clones,7
5108,New Dwelling Completion,2021Q1,H53: Ballinasloe,18
5109,New Dwelling Completion,2021Q1,H54: Tuam,16
5110,New Dwelling Completion,2021Q1,H62: Loughrea,15
5111,New Dwelling Completion,2021Q1,H65: Athenry,16
5112,New Dwelling Completion,2021Q1,H71: Clifden,1
5113,New Dwelling Completion,2021Q1,H91: Galway,266
5114,New Dwelling Completion,2021Q1,K32: Balbriggan,10
5115,New Dwelling Completion,2021Q1,K34: Skerries,7
5116,New Dwelling Completion,2021Q1,K36: Malahide,8
5117,New Dwelling Completion,2021Q1,K45: Lusk,1
5118,New Dwelling Completion,2021Q1,K56: Rush,5
5119,New Dwelling Completion,2021Q1,K67: Swords,32
5120,New Dwelling Completion,2021Q1,K78: Lucan,30
5121,New Dwelling Completion,2021Q1,N37: Athlone,46
5122,New Dwelling Completion,2021Q1,N39: Longford,24
5123,New Dwelling Completion,2021Q1,N41: Carrick-on-Shannon,11
5124,New Dwelling Completion,2021Q1,N91: Mullingar,43
5125,New Dwelling Completion,2021Q1,P12: Macroom,18
5126,New Dwelling Completion,2021Q1,P14: Crookstown,5
5127,New Dwelling Completion,2021Q1,P17: Kinsale,9
5128,New Dwelling Completion,2021Q1,P24: Cobh,11
5129,New Dwelling Completion,2021Q1,P25: Midleton,7
5130,New Dwelling Completion,2021Q1,P31: Ballincollig,25
5131,New Dwelling Completion,2021Q1,P32: Rylane,2
5132,New Dwelling Completion,2021Q1,P36: Youghal,10
5133,New Dwelling Completion,2021Q1,P43: Carrigaline,22
5134,New Dwelling Completion,2021Q1,P47: Dunmanway,9
5135,New Dwelling Completion,2021Q1,P51: Mallow,65
5136,New Dwelling Completion,2021Q1,P56: Charleville,3
5137,New Dwelling Completion,2021Q1,P61: Fermoy,7
5138,New Dwelling Completion,2021Q1,P67: Mitchelstown,6
5139,New Dwelling Completion,2021Q1,P72: Bandon,7
5140,New Dwelling Completion,2021Q1,P75: Bantry,4
5141,New Dwelling Completion,2021Q1,P81: Skibbereen,18
5142,New Dwelling Completion,2021Q1,P85: Clonakilty,56
5143,New Dwelling Completion,2021Q1,R14: Athy,15
5144,New Dwelling Completion,2021Q1,R21: Mhuine Bheag,2
5145,New Dwelling Completion,2021Q1,R32: Portlaoise,104
5146,New Dwelling Completion,2021Q1,R35: Tullamore,23
5147,New Dwelling Completion,2021Q1,R42: Birr,11
5148,New Dwelling Completion,2021Q1,R45: Edenderry,8
5149,New Dwelling Completion,2021Q1,R51: Kildare,58
5150,New Dwelling Completion,2021Q1,R56: Curragh,5
5151,New Dwelling Completion,2021Q1,R93: Carlow,53
5152,New Dwelling Completion,2021Q1,R95: Kilkenny,47
5153,New Dwelling Completion,2021Q1,T12: Cork Southside,42
5154,New Dwelling Completion,2021Q1,T23: Cork Northside,117
5155,New Dwelling Completion,2021Q1,T34: Carrignavar,4
5156,New Dwelling Completion,2021Q1,T45: Glanmire,26
5157,New Dwelling Completion,2021Q1,T56: Watergrasshill,8
5158,New Dwelling Completion,2021Q1,V14: Shannon,1
5159,New Dwelling Completion,2021Q1,V15: Kilrush,2
5160,New Dwelling Completion,2021Q1,V23: Caherciveen,2
5161,New Dwelling Completion,2021Q1,V31: Listowel,9
5162,New Dwelling Completion,2021Q1,V35: Kilmallock,20
5163,New Dwelling Completion,2021Q1,V42: Newcastle West,4
5164,New Dwelling Completion,2021Q1,V92: Tralee,64
5165,New Dwelling Completion,2021Q1,V93: Killarney,38
5166,New Dwelling Completion,2021Q1,V94: Limerick,107
5167,New Dwelling Completion,2021Q1,V95: Ennis,46
5168,New Dwelling Completion,2021Q1,W12: Newbridge,27
5169,New Dwelling Completion,2021Q1,W23: Celbridge,77
5170,New Dwelling Completion,2021Q1,W34: Monasterevin,11
5171,New Dwelling Completion,2021Q1,W91: Naas,176
5172,New Dwelling Completion,2021Q1,X35: Dungarvan,12
5173,New Dwelling Completion,2021Q1,X42: Kilmacthomas,4
5174,New Dwelling Completion,2021Q1,X91: Waterford,58
5175,New Dwelling Completion,2021Q1,Y14: Arklow,11
5176,New Dwelling Completion,2021Q1,Y21: Enniscorthy,43
5177,New Dwelling Completion,2021Q1,Y25: Gorey,28
5178,New Dwelling Completion,2021Q1,Y34: New Ross,14
5179,New Dwelling Completion,2021Q1,Y35: Wexford,35
5180,New Dwelling Completion,2021Q2,All,4984
5181,New Dwelling Completion,2021Q2,A41: Ballyboughal,2
5182,New Dwelling Completion,2021Q2,A42: Garristown,3
5183,New Dwelling Completion,2021Q2,A45: Oldtown,1
5184,New Dwelling Completion,2021Q2,A63: Greystones,38
5185,New Dwelling Completion,2021Q2,A67: Wicklow,32
5186,New Dwelling Completion,2021Q2,A75: Castleblaney,14
5187,New Dwelling Completion,2021Q2,A81: Carrickmacross,13
5188,New Dwelling Completion,2021Q2,A82: Kells,49
5189,New Dwelling Completion,2021Q2,A83: Enfield,24
5190,New Dwelling Completion,2021Q2,A84: Ashbourne,0
5191,New Dwelling Completion,2021Q2,A85: Dunshaughlin,22
5192,New Dwelling Completion,2021Q2,A86: Dunboyne,16
5193,New Dwelling Completion,2021Q2,A91: Dundalk,99
5194,New Dwelling Completion,2021Q2,A92: Drogheda,147
5195,New Dwelling Completion,2021Q2,A94: Blackrock,0
5196,New Dwelling Completion,2021Q2,A96: Glenageary,127
5197,New Dwelling Completion,2021Q2,A98: Bray,41
5198,New Dwelling Completion,2021Q2,C15: Navan,64
5199,New Dwelling Completion,2021Q2,D01: Dublin 1,50
5200,New Dwelling Completion,2021Q2,D02: Dublin 2,37
5201,New Dwelling Completion,2021Q2,D03: Dublin 3,3
5202,New Dwelling Completion,2021Q2,D04: Dublin 4,31
5203,New Dwelling Completion,2021Q2,D05: Dublin 5,2
5204,New Dwelling Completion,2021Q2,D06: Dublin 6,18
5205,New Dwelling Completion,2021Q2,D07: Dublin 7,12
5206,New Dwelling Completion,2021Q2,D08: Dublin 8,1
5207,New Dwelling Completion,2021Q2,D09: Dublin 9,78
5208,New Dwelling Completion,2021Q2,D10: Dublin 10,0
5209,New Dwelling Completion,2021Q2,D11: Dublin 11,70
5210,New Dwelling Completion,2021Q2,D12: Dublin 12,4
5211,New Dwelling Completion,2021Q2,D13: Dublin 13,200
5212,New Dwelling Completion,2021Q2,D14: Dublin 14,31
5213,New Dwelling Completion,2021Q2,D15: Dublin 15,173
5214,New Dwelling Completion,2021Q2,D16: Dublin 16,2
5215,New Dwelling Completion,2021Q2,D17: Dublin 17,57
5216,New Dwelling Completion,2021Q2,D18: Dublin 18,163
5217,New Dwelling Completion,2021Q2,D20: Dublin 20,0
5218,New Dwelling Completion,2021Q2,D22: Dublin 22,52
5219,New Dwelling Completion,2021Q2,D24: Dublin 24,103
5220,New Dwelling Completion,2021Q2,D6W: Dublin 6W,48
5221,New Dwelling Completion,2021Q2,E21: Cahir,2
5222,New Dwelling Completion,2021Q2,E25: Cashel,7
5223,New Dwelling Completion,2021Q2,E32: Carrick-on-Suir,4
5224,New Dwelling Completion,2021Q2,E34: Tipperary,24
5225,New Dwelling Completion,2021Q2,E41: Thurles,17
5226,New Dwelling Completion,2021Q2,E45: Nenagh,13
5227,New Dwelling Completion,2021Q2,E53: Roscrea,2
5228,New Dwelling Completion,2021Q2,E91: Clonmel,5
5229,New Dwelling Completion,2021Q2,F12: Claremorris,13
5230,New Dwelling Completion,2021Q2,F23: Castlebar,19
5231,New Dwelling Completion,2021Q2,F26: Ballina,41
5232,New Dwelling Completion,2021Q2,F28: Westport,17
5233,New Dwelling Completion,2021Q2,F31: Ballinrobe,3
5234,New Dwelling Completion,2021Q2,F35: Ballyhaunis,6
5235,New Dwelling Completion,2021Q2,F42: Roscommon,39
5236,New Dwelling Completion,2021Q2,F45: Castlerea,13
5237,New Dwelling Completion,2021Q2,F52: Boyle,3
5238,New Dwelling Completion,2021Q2,F56: Ballymote,2
5239,New Dwelling Completion,2021Q2,F91: Sligo,21
5240,New Dwelling Completion,2021Q2,F92: Letterkenny,52
5241,New Dwelling Completion,2021Q2,F93: Lifford,27
5242,New Dwelling Completion,2021Q2,F94: Donegal,45
5243,New Dwelling Completion,2021Q2,H12: Cavan,22
5244,New Dwelling Completion,2021Q2,H14: Belturbet,2
5245,New Dwelling Completion,2021Q2,H16: Cootehill,4
5246,New Dwelling Completion,2021Q2,H18: Monaghan,14
5247,New Dwelling Completion,2021Q2,H23: Clones,14
5248,New Dwelling Completion,2021Q2,H53: Ballinasloe,15
5249,New Dwelling Completion,2021Q2,H54: Tuam,23
5250,New Dwelling Completion,2021Q2,H62: Loughrea,15
5251,New Dwelling Completion,2021Q2,H65: Athenry,4
5252,New Dwelling Completion,2021Q2,H71: Clifden,1
5253,New Dwelling Completion,2021Q2,H91: Galway,185
5254,New Dwelling Completion,2021Q2,K32: Balbriggan,59
5255,New Dwelling Completion,2021Q2,K34: Skerries,5
5256,New Dwelling Completion,2021Q2,K36: Malahide,28
5257,New Dwelling Completion,2021Q2,K45: Lusk,14
5258,New Dwelling Completion,2021Q2,K56: Rush,3
5259,New Dwelling Completion,2021Q2,K67: Swords,25
5260,New Dwelling Completion,2021Q2,K78: Lucan,132
5261,New Dwelling Completion,2021Q2,N37: Athlone,28
5262,New Dwelling Completion,2021Q2,N39: Longford,25
5263,New Dwelling Completion,2021Q2,N41: Carrick-on-Shannon,28
5264,New Dwelling Completion,2021Q2,N91: Mullingar,56
5265,New Dwelling Completion,2021Q2,P12: Macroom,57
5266,New Dwelling Completion,2021Q2,P14: Crookstown,3
5267,New Dwelling Completion,2021Q2,P17: Kinsale,23
5268,New Dwelling Completion,2021Q2,P24: Cobh,13
5269,New Dwelling Completion,2021Q2,P25: Midleton,47
5270,New Dwelling Completion,2021Q2,P31: Ballincollig,16
5271,New Dwelling Completion,2021Q2,P32: Rylane,0
5272,New Dwelling Completion,2021Q2,P36: Youghal,9
5273,New Dwelling Completion,2021Q2,P43: Carrigaline,47
5274,New Dwelling Completion,2021Q2,P47: Dunmanway,8
5275,New Dwelling Completion,2021Q2,P51: Mallow,43
5276,New Dwelling Completion,2021Q2,P56: Charleville,3
5277,New Dwelling Completion,2021Q2,P61: Fermoy,12
5278,New Dwelling Completion,2021Q2,P67: Mitchelstown,8
5279,New Dwelling Completion,2021Q2,P72: Bandon,9
5280,New Dwelling Completion,2021Q2,P75: Bantry,6
5281,New Dwelling Completion,2021Q2,P81: Skibbereen,40
5282,New Dwelling Completion,2021Q2,P85: Clonakilty,52
5283,New Dwelling Completion,2021Q2,R14: Athy,7
5284,New Dwelling Completion,2021Q2,R21: Mhuine Bheag,5
5285,New Dwelling Completion,2021Q2,R32: Portlaoise,54
5286,New Dwelling Completion,2021Q2,R35: Tullamore,28
5287,New Dwelling Completion,2021Q2,R42: Birr,10
5288,New Dwelling Completion,2021Q2,R45: Edenderry,1
5289,New Dwelling Completion,2021Q2,R51: Kildare,83
5290,New Dwelling Completion,2021Q2,R56: Curragh,7
5291,New Dwelling Completion,2021Q2,R93: Carlow,101
5292,New Dwelling Completion,2021Q2,R95: Kilkenny,81
5293,New Dwelling Completion,2021Q2,T12: Cork Southside,32
5294,New Dwelling Completion,2021Q2,T23: Cork Northside,89
5295,New Dwelling Completion,2021Q2,T34: Carrignavar,1
5296,New Dwelling Completion,2021Q2,T45: Glanmire,44
5297,New Dwelling Completion,2021Q2,T56: Watergrasshill,18
5298,New Dwelling Completion,2021Q2,V14: Shannon,52
5299,New Dwelling Completion,2021Q2,V15: Kilrush,10
5300,New Dwelling Completion,2021Q2,V23: Caherciveen,6
5301,New Dwelling Completion,2021Q2,V31: Listowel,15
5302,New Dwelling Completion,2021Q2,V35: Kilmallock,11
5303,New Dwelling Completion,2021Q2,V42: Newcastle West,4
5304,New Dwelling Completion,2021Q2,V92: Tralee,29
5305,New Dwelling Completion,2021Q2,V93: Killarney,41
5306,New Dwelling Completion,2021Q2,V94: Limerick,134
5307,New Dwelling Completion,2021Q2,V95: Ennis,46
5308,New Dwelling Completion,2021Q2,W12: Newbridge,50
5309,New Dwelling Completion,2021Q2,W23: Celbridge,206
5310,New Dwelling Completion,2021Q2,W34: Monasterevin,15
5311,New Dwelling Completion,2021Q2,W91: Naas,161
5312,New Dwelling Completion,2021Q2,X35: Dungarvan,15
5313,New Dwelling Completion,2021Q2,X42: Kilmacthomas,8
5314,New Dwelling Completion,2021Q2,X91: Waterford,120
5315,New Dwelling Completion,2021Q2,Y14: Arklow,9
5316,New Dwelling Completion,2021Q2,Y21: Enniscorthy,63
5317,New Dwelling Completion,2021Q2,Y25: Gorey,29
5318,New Dwelling Completion,2021Q2,Y34: New Ross,9
5319,New Dwelling Completion,2021Q2,Y35: Wexford,90
5320,New Dwelling Completion,2021Q3,All,4646
5321,New Dwelling Completion,2021Q3,A41: Ballyboughal,0
5322,New Dwelling Completion,2021Q3,A42: Garristown,2
5323,New Dwelling Completion,2021Q3,A45: Oldtown,0
5324,New Dwelling Completion,2021Q3,A63: Greystones,72
5325,New Dwelling Completion,2021Q3,A67: Wicklow,58
5326,New Dwelling Completion,2021Q3,A75: Castleblaney,13
5327,New Dwelling Completion,2021Q3,A81: Carrickmacross,6
5328,New Dwelling Completion,2021Q3,A82: Kells,23
5329,New Dwelling Completion,2021Q3,A83: Enfield,18
5330,New Dwelling Completion,2021Q3,A84: Ashbourne,2
5331,New Dwelling Completion,2021Q3,A85: Dunshaughlin,48
5332,New Dwelling Completion,2021Q3,A86: Dunboyne,11
5333,New Dwelling Completion,2021Q3,A91: Dundalk,90
5334,New Dwelling Completion,2021Q3,A92: Drogheda,152
5335,New Dwelling Completion,2021Q3,A94: Blackrock,3
5336,New Dwelling Completion,2021Q3,A96: Glenageary,73
5337,New Dwelling Completion,2021Q3,A98: Bray,76
5338,New Dwelling Completion,2021Q3,C15: Navan,55
5339,New Dwelling Completion,2021Q3,D01: Dublin 1,92
5340,New Dwelling Completion,2021Q3,D02: Dublin 2,55
5341,New Dwelling Completion,2021Q3,D03: Dublin 3,9
5342,New Dwelling Completion,2021Q3,D04: Dublin 4,23
5343,New Dwelling Completion,2021Q3,D05: Dublin 5,1
5344,New Dwelling Completion,2021Q3,D06: Dublin 6,12
5345,New Dwelling Completion,2021Q3,D07: Dublin 7,47
5346,New Dwelling Completion,2021Q3,D08: Dublin 8,29
5347,New Dwelling Completion,2021Q3,D09: Dublin 9,5
5348,New Dwelling Completion,2021Q3,D10: Dublin 10,0
5349,New Dwelling Completion,2021Q3,D11: Dublin 11,66
5350,New Dwelling Completion,2021Q3,D12: Dublin 12,7
5351,New Dwelling Completion,2021Q3,D13: Dublin 13,137
5352,New Dwelling Completion,2021Q3,D14: Dublin 14,16
5353,New Dwelling Completion,2021Q3,D15: Dublin 15,165
5354,New Dwelling Completion,2021Q3,D16: Dublin 16,3
5355,New Dwelling Completion,2021Q3,D17: Dublin 17,5
5356,New Dwelling Completion,2021Q3,D18: Dublin 18,232
5357,New Dwelling Completion,2021Q3,D20: Dublin 20,9
5358,New Dwelling Completion,2021Q3,D22: Dublin 22,30
5359,New Dwelling Completion,2021Q3,D24: Dublin 24,78
5360,New Dwelling Completion,2021Q3,D6W: Dublin 6W,3
5361,New Dwelling Completion,2021Q3,E21: Cahir,3
5362,New Dwelling Completion,2021Q3,E25: Cashel,2
5363,New Dwelling Completion,2021Q3,E32: Carrick-on-Suir,13
5364,New Dwelling Completion,2021Q3,E34: Tipperary,9
5365,New Dwelling Completion,2021Q3,E41: Thurles,12
5366,New Dwelling Completion,2021Q3,E45: Nenagh,11
5367,New Dwelling Completion,2021Q3,E53: Roscrea,11
5368,New Dwelling Completion,2021Q3,E91: Clonmel,10
5369,New Dwelling Completion,2021Q3,F12: Claremorris,11
5370,New Dwelling Completion,2021Q3,F23: Castlebar,23
5371,New Dwelling Completion,2021Q3,F26: Ballina,28
5372,New Dwelling Completion,2021Q3,F28: Westport,24
5373,New Dwelling Completion,2021Q3,F31: Ballinrobe,3
5374,New Dwelling Completion,2021Q3,F35: Ballyhaunis,3
5375,New Dwelling Completion,2021Q3,F42: Roscommon,14
5376,New Dwelling Completion,2021Q3,F45: Castlerea,12
5377,New Dwelling Completion,2021Q3,F52: Boyle,4
5378,New Dwelling Completion,2021Q3,F56: Ballymote,8
5379,New Dwelling Completion,2021Q3,F91: Sligo,30
5380,New Dwelling Completion,2021Q3,F92: Letterkenny,52
5381,New Dwelling Completion,2021Q3,F93: Lifford,25
5382,New Dwelling Completion,2021Q3,F94: Donegal,32
5383,New Dwelling Completion,2021Q3,H12: Cavan,14
5384,New Dwelling Completion,2021Q3,H14: Belturbet,5
5385,New Dwelling Completion,2021Q3,H16: Cootehill,4
5386,New Dwelling Completion,2021Q3,H18: Monaghan,17
5387,New Dwelling Completion,2021Q3,H23: Clones,1
5388,New Dwelling Completion,2021Q3,H53: Ballinasloe,25
5389,New Dwelling Completion,2021Q3,H54: Tuam,22
5390,New Dwelling Completion,2021Q3,H62: Loughrea,9
5391,New Dwelling Completion,2021Q3,H65: Athenry,8
5392,New Dwelling Completion,2021Q3,H71: Clifden,3
5393,New Dwelling Completion,2021Q3,H91: Galway,175
5394,New Dwelling Completion,2021Q3,K32: Balbriggan,19
5395,New Dwelling Completion,2021Q3,K34: Skerries,6
5396,New Dwelling Completion,2021Q3,K36: Malahide,52
5397,New Dwelling Completion,2021Q3,K45: Lusk,26
5398,New Dwelling Completion,2021Q3,K56: Rush,9
5399,New Dwelling Completion,2021Q3,K67: Swords,9
5400,New Dwelling Completion,2021Q3,K78: Lucan,29
5401,New Dwelling Completion,2021Q3,N37: Athlone,17
5402,New Dwelling Completion,2021Q3,N39: Longford,35
5403,New Dwelling Completion,2021Q3,N41: Carrick-on-Shannon,25
5404,New Dwelling Completion,2021Q3,N91: Mullingar,35
5405,New Dwelling Completion,2021Q3,P12: Macroom,38
5406,New Dwelling Completion,2021Q3,P14: Crookstown,2
5407,New Dwelling Completion,2021Q3,P17: Kinsale,10
5408,New Dwelling Completion,2021Q3,P24: Cobh,18
5409,New Dwelling Completion,2021Q3,P25: Midleton,44
5410,New Dwelling Completion,2021Q3,P31: Ballincollig,28
5411,New Dwelling Completion,2021Q3,P32: Rylane,8
5412,New Dwelling Completion,2021Q3,P36: Youghal,19
5413,New Dwelling Completion,2021Q3,P43: Carrigaline,48
5414,New Dwelling Completion,2021Q3,P47: Dunmanway,8
5415,New Dwelling Completion,2021Q3,P51: Mallow,36
5416,New Dwelling Completion,2021Q3,P56: Charleville,4
5417,New Dwelling Completion,2021Q3,P61: Fermoy,2
5418,New Dwelling Completion,2021Q3,P67: Mitchelstown,4
5419,New Dwelling Completion,2021Q3,P72: Bandon,17
5420,New Dwelling Completion,2021Q3,P75: Bantry,12
5421,New Dwelling Completion,2021Q3,P81: Skibbereen,21
5422,New Dwelling Completion,2021Q3,P85: Clonakilty,58
5423,New Dwelling Completion,2021Q3,R14: Athy,5
5424,New Dwelling Completion,2021Q3,R21: Mhuine Bheag,0
5425,New Dwelling Completion,2021Q3,R32: Portlaoise,83
5426,New Dwelling Completion,2021Q3,R35: Tullamore,47
5427,New Dwelling Completion,2021Q3,R42: Birr,8
5428,New Dwelling Completion,2021Q3,R45: Edenderry,1
5429,New Dwelling Completion,2021Q3,R51: Kildare,46
5430,New Dwelling Completion,2021Q3,R56: Curragh,5
5431,New Dwelling Completion,2021Q3,R93: Carlow,65
5432,New Dwelling Completion,2021Q3,R95: Kilkenny,65
5433,New Dwelling Completion,2021Q3,T12: Cork Southside,53
5434,New Dwelling Completion,2021Q3,T23: Cork Northside,51
5435,New Dwelling Completion,2021Q3,T34: Carrignavar,4
5436,New Dwelling Completion,2021Q3,T45: Glanmire,54
5437,New Dwelling Completion,2021Q3,T56: Watergrasshill,26
5438,New Dwelling Completion,2021Q3,V14: Shannon,1
5439,New Dwelling Completion,2021Q3,V15: Kilrush,8
5440,New Dwelling Completion,2021Q3,V23: Caherciveen,4
5441,New Dwelling Completion,2021Q3,V31: Listowel,26
5442,New Dwelling Completion,2021Q3,V35: Kilmallock,16
5443,New Dwelling Completion,2021Q3,V42: Newcastle West,4
5444,New Dwelling Completion,2021Q3,V92: Tralee,40
5445,New Dwelling Completion,2021Q3,V93: Killarney,38
5446,New Dwelling Completion,2021Q3,V94: Limerick,138
5447,New Dwelling Completion,2021Q3,V95: Ennis,65
5448,New Dwelling Completion,2021Q3,W12: Newbridge,75
5449,New Dwelling Completion,2021Q3,W23: Celbridge,231
5450,New Dwelling Completion,2021Q3,W34: Monasterevin,8
5451,New Dwelling Completion,2021Q3,W91: Naas,201
5452,New Dwelling Completion,2021Q3,X35: Dungarvan,15
5453,New Dwelling Completion,2021Q3,X42: Kilmacthomas,4
5454,New Dwelling Completion,2021Q3,X91: Waterford,114
5455,New Dwelling Completion,2021Q3,Y14: Arklow,16
5456,New Dwelling Completion,2021Q3,Y21: Enniscorthy,52
5457,New Dwelling Completion,2021Q3,Y25: Gorey,32
5458,New Dwelling Completion,2021Q3,Y34: New Ross,15
5459,New Dwelling Completion,2021Q3,Y35: Wexford,42
5460,New Dwelling Completion,2021Q4,All,6949
5461,New Dwelling Completion,2021Q4,A41: Ballyboughal,1
