Statistic,Quarter,NACE.Rev..2.Sector,value
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,"Public Admin, Education and Health",6706.2219259
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,"Arts, Entertainment and Other Services",624.7443432
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q3,All Sectors,24347.7903909
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,"Agriculture, Forestry and Fishing",312.0948752
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Industry (excl. Construction),3528.0661602
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Industry - of which Manufacturing,3198.1636263
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Construction,877.3635732
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,"Distribution, Transport, Hotels and Restaurants",5137.8535855
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Information and Communication,2033.4194559
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Financial and Insurance Activities,1998.4143102
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,Real Estate Activities,381.4968767
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,"Professional, Admin and Support Services",3546.1853396
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,"Public Admin, Education and Health",6768.8264495
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,"Arts, Entertainment and Other Services",611.2720063
Compensation of Employees at Constant Prices (Seasonally Adjusted),2014Q4,All Sectors,25050.0995537
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,"Agriculture, Forestry and Fishing",306.8664391
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Industry (excl. Construction),3555.6448914
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Industry - of which Manufacturing,3228.0823926
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Construction,903.8298567
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,"Distribution, Transport, Hotels and Restaurants",5009.3067097
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Information and Communication,2026.7871429
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Financial and Insurance Activities,1947.4674067
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,Real Estate Activities,371.4130017
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,"Professional, Admin and Support Services",3246.2241889
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,"Public Admin, Education and Health",6707.1881509
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,"Arts, Entertainment and Other Services",650.8595702
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q1,All Sectors,24623.0604289
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,"Agriculture, Forestry and Fishing",307.2031305
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Industry (excl. Construction),3562.8679922
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Industry - of which Manufacturing,3251.0966594
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Construction,926.8690732
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,"Distribution, Transport, Hotels and Restaurants",5151.5353821
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Information and Communication,2013.0818516
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Financial and Insurance Activities,1922.9696062
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,Real Estate Activities,370.2595377
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,"Professional, Admin and Support Services",3511.1229738
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,"Public Admin, Education and Health",6574.1192974
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,"Arts, Entertainment and Other Services",678.7411321
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q2,All Sectors,24847.6928663
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,"Agriculture, Forestry and Fishing",299.1315217
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Industry (excl. Construction),3623.1849304
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Industry - of which Manufacturing,3283.2115307
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Construction,959.6299303
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,"Distribution, Transport, Hotels and Restaurants",5172.4965125
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Information and Communication,2050.8430162
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Financial and Insurance Activities,1929.1419496
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,Real Estate Activities,322.8686637
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,"Professional, Admin and Support Services",3697.5533426
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,"Public Admin, Education and Health",6667.2916836
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,"Arts, Entertainment and Other Services",691.6379632
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q3,All Sectors,25230.0464651
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,"Agriculture, Forestry and Fishing",292.7835628
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Industry (excl. Construction),3528.9335195
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Industry - of which Manufacturing,3182.369441
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Construction,975.5072826
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,"Distribution, Transport, Hotels and Restaurants",5370.2924863
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Information and Communication,2080.5648431
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Financial and Insurance Activities,1930.0086686
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,Real Estate Activities,279.9404457
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,"Professional, Admin and Support Services",3544.0220428
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,"Public Admin, Education and Health",6677.576758
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,"Arts, Entertainment and Other Services",666.8086505
Compensation of Employees at Constant Prices (Seasonally Adjusted),2015Q4,All Sectors,25221.359506
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,"Agriculture, Forestry and Fishing",309.7157319
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Industry (excl. Construction),3764.4702526
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Industry - of which Manufacturing,3369.7609171
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Construction,1052.2905036
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,"Distribution, Transport, Hotels and Restaurants",5368.3299627
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Information and Communication,2150.1335419
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Financial and Insurance Activities,2035.8438665
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,Real Estate Activities,309.7126987
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,"Professional, Admin and Support Services",3640.3063505
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,"Public Admin, Education and Health",6826.8509253
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,"Arts, Entertainment and Other Services",718.9711237
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q1,All Sectors,26022.6031066
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,"Agriculture, Forestry and Fishing",338.1017221
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Industry (excl. Construction),3896.7166829
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Industry - of which Manufacturing,3559.0086081
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Construction,1118.5380693
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,"Distribution, Transport, Hotels and Restaurants",5403.2053013
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Information and Communication,2133.0710076
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Financial and Insurance Activities,2093.1463039
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,Real Estate Activities,371.3381917
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,"Professional, Admin and Support Services",3611.9956306
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,"Public Admin, Education and Health",6919.7572625
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,"Arts, Entertainment and Other Services",730.3360738
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q2,All Sectors,26448.7577191
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,"Agriculture, Forestry and Fishing",323.9031968
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Industry (excl. Construction),3864.9010639
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Industry - of which Manufacturing,3511.6673187
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Construction,1115.974374
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,"Distribution, Transport, Hotels and Restaurants",5604.5742093
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Information and Communication,2108.1243727
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Financial and Insurance Activities,2043.0159452
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,Real Estate Activities,330.3208157
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,"Professional, Admin and Support Services",3702.283116
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,"Public Admin, Education and Health",6838.9144272
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,"Arts, Entertainment and Other Services",722.6362952
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q3,All Sectors,26481.3572636
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,"Agriculture, Forestry and Fishing",325.6393033
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Industry (excl. Construction),3899.8315311
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Industry - of which Manufacturing,3545.5578044
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Construction,1152.0660513
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,"Distribution, Transport, Hotels and Restaurants",5542.6270127
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Information and Communication,2125.0408493
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Financial and Insurance Activities,2057.6112218
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,Real Estate Activities,339.6419327
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,"Professional, Admin and Support Services",3792.7784151
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,"Public Admin, Education and Health",6940.5980076
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,"Arts, Entertainment and Other Services",689.9119957
Compensation of Employees at Constant Prices (Seasonally Adjusted),2016Q4,All Sectors,26684.2332932
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,"Agriculture, Forestry and Fishing",308.8844995
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Industry (excl. Construction),4043.9653131
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Industry - of which Manufacturing,3615.1759141
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Construction,1261.5513212
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,"Distribution, Transport, Hotels and Restaurants",5736.3819128
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Information and Communication,2267.4247359
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Financial and Insurance Activities,2153.7057929
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,Real Estate Activities,365.4970467
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,"Professional, Admin and Support Services",3830.6355007
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,"Public Admin, Education and Health",7111.3684178
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,"Arts, Entertainment and Other Services",714.4398768
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q1,All Sectors,27612.7274624
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,"Agriculture, Forestry and Fishing",313.5078334
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Industry (excl. Construction),3955.2893889
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Industry - of which Manufacturing,3537.4218281
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Construction,1180.8214146
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,"Distribution, Transport, Hotels and Restaurants",5712.8864326
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Information and Communication,2187.9923389
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Financial and Insurance Activities,1924.0072533
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,Real Estate Activities,335.1045487
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,"Professional, Admin and Support Services",3863.0079362
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,"Public Admin, Education and Health",7143.5361356
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,"Arts, Entertainment and Other Services",729.3142155
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q2,All Sectors,27158.8404217
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,"Agriculture, Forestry and Fishing",314.1848651
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Industry (excl. Construction),4161.6045799
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Industry - of which Manufacturing,3683.2155243
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Construction,1238.532235
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,"Distribution, Transport, Hotels and Restaurants",5796.0136057
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Information and Communication,2395.7239977
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Financial and Insurance Activities,2158.6625838
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,Real Estate Activities,332.0960387
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,"Professional, Admin and Support Services",3855.3037942
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,"Public Admin, Education and Health",7480.8516902
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,"Arts, Entertainment and Other Services",758.9529159
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q3,All Sectors,28335.2949408
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,"Agriculture, Forestry and Fishing",301.2245711
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Industry (excl. Construction),4147.294829
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Industry - of which Manufacturing,3684.2781656
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Construction,1319.6524945
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,"Distribution, Transport, Hotels and Restaurants",5842.0389872
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Information and Communication,2360.352899
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Financial and Insurance Activities,2088.6912062
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,Real Estate Activities,317.6716457
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,"Professional, Admin and Support Services",3903.5314871
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,"Public Admin, Education and Health",7517.8993007
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,"Arts, Entertainment and Other Services",740.1496776
Compensation of Employees at Constant Prices (Seasonally Adjusted),2017Q4,All Sectors,28381.7831709
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,"Agriculture, Forestry and Fishing",298.5090123
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Industry (excl. Construction),4017.0490904
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Industry - of which Manufacturing,3594.6531644
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Construction,1360.1386951
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,"Distribution, Transport, Hotels and Restaurants",5630.2023572
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Information and Communication,2412.8598329
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Financial and Insurance Activities,2015.1137333
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,Real Estate Activities,295.0876677
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,"Professional, Admin and Support Services",3980.7616301
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,"Public Admin, Education and Health",7596.7401748
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,"Arts, Entertainment and Other Services",761.6369684
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q1,All Sectors,28206.233187
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,"Agriculture, Forestry and Fishing",296.4400575
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Industry (excl. Construction),4125.3911058
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Industry - of which Manufacturing,3703.3753038
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Construction,1449.1195439
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,"Distribution, Transport, Hotels and Restaurants",6006.0099393
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Information and Communication,2424.4125268
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Financial and Insurance Activities,2032.6626694
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,Real Estate Activities,352.6024397
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,"Professional, Admin and Support Services",4189.7371635
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,"Public Admin, Education and Health",7804.298327
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,"Arts, Entertainment and Other Services",755.1846367
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q2,All Sectors,29253.5562996
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,"Agriculture, Forestry and Fishing",304.4027929
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Industry (excl. Construction),4124.0347104
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Industry - of which Manufacturing,3695.6111289
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Construction,1474.0225266
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,"Distribution, Transport, Hotels and Restaurants",5993.8715254
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Information and Communication,2513.1480275
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Financial and Insurance Activities,1960.986183
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,Real Estate Activities,284.5096187
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,"Professional, Admin and Support Services",4228.7107606
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,"Public Admin, Education and Health",7808.7181156
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,"Arts, Entertainment and Other Services",815.0428159
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q3,All Sectors,29314.8865677
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,"Agriculture, Forestry and Fishing",300.8880791
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Industry (excl. Construction),4079.0255846
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Industry - of which Manufacturing,3626.8322825
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Construction,1411.9913036
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,"Distribution, Transport, Hotels and Restaurants",6116.1115163
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Information and Communication,2474.4349548
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Financial and Insurance Activities,2060.5932509
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,Real Estate Activities,373.3253797
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,"Professional, Admin and Support Services",4305.7475063
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,"Public Admin, Education and Health",8188.1225752
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,"Arts, Entertainment and Other Services",759.348651
Compensation of Employees at Constant Prices (Seasonally Adjusted),2018Q4,All Sectors,29907.235205
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,"Agriculture, Forestry and Fishing",305.2064071
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Industry (excl. Construction),4254.8525037
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Industry - of which Manufacturing,3784.8259869
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Construction,1424.2537976
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,"Distribution, Transport, Hotels and Restaurants",6082.6840914
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Information and Communication,2491.9166618
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Financial and Insurance Activities,2174.4211368
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,Real Estate Activities,334.5644667
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,"Professional, Admin and Support Services",4415.6188017
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,"Public Admin, Education and Health",8235.1016712
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,"Arts, Entertainment and Other Services",707.9094301
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q1,All Sectors,30276.4174378
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,"Agriculture, Forestry and Fishing",302.787525
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Industry (excl. Construction),4181.8375207
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Industry - of which Manufacturing,3695.3629825
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Construction,1488.123925
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,"Distribution, Transport, Hotels and Restaurants",6045.3960684
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Information and Communication,2585.9033704
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Financial and Insurance Activities,2159.9903188
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,Real Estate Activities,372.2896757
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,"Professional, Admin and Support Services",4373.2621819
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,"Public Admin, Education and Health",8348.3340591
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,"Arts, Entertainment and Other Services",759.7690369
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q2,All Sectors,30455.0419124
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,"Agriculture, Forestry and Fishing",283.2451132
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Industry (excl. Construction),4280.6180601
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Industry - of which Manufacturing,3808.8178987
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Construction,1480.0084437
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,"Distribution, Transport, Hotels and Restaurants",6013.030633
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Information and Communication,2687.5917549
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Financial and Insurance Activities,2302.9665041
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,Real Estate Activities,327.4390357
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,"Professional, Admin and Support Services",4332.2063702
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,"Public Admin, Education and Health",8458.8906318
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,"Arts, Entertainment and Other Services",733.9101046
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q3,All Sectors,30783.625655
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,"Agriculture, Forestry and Fishing",321.1985742
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Industry (excl. Construction),4272.613765
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Industry - of which Manufacturing,3819.5037924
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Construction,1534.8904691
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,"Distribution, Transport, Hotels and Restaurants",5944.6194381
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Information and Communication,2664.0841521
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Financial and Insurance Activities,2291.7368542
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,Real Estate Activities,316.6429507
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,"Professional, Admin and Support Services",4465.269505
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,"Public Admin, Education and Health",8513.2166654
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,"Arts, Entertainment and Other Services",729.0650721
Compensation of Employees at Constant Prices (Seasonally Adjusted),2019Q4,All Sectors,30915.1274166
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,"Agriculture, Forestry and Fishing",323.1153495
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Industry (excl. Construction),4163.7192719
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Industry - of which Manufacturing,3761.2933493
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Construction,1460.067031
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,"Distribution, Transport, Hotels and Restaurants",5960.4967408
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Information and Communication,2610.2265793
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Financial and Insurance Activities,2327.8466054
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,Real Estate Activities,339.8824777
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,"Professional, Admin and Support Services",4520.0622523
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,"Public Admin, Education and Health",8204.4681747
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,"Arts, Entertainment and Other Services",708.8951007
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q1,All Sectors,30482.853711
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,"Agriculture, Forestry and Fishing",236.2713828
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Industry (excl. Construction),3793.297578
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Industry - of which Manufacturing,3448.4235096
Compensation of Employees at Constant Prices (Seasonally Adjusted),2020Q2,Construction,775.1600916
