Statistic,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2005 October,Secondhand Vehicles,5342.0
Vehicles Licensed for the First Time,2005 October,Secondhand Private Cars,3429.0
Vehicles Licensed for the First Time,2005 October,Secondhand Goods Vehicles,1106.0
Vehicles Licensed for the First Time,2005 October,Secondhand Tractors,253.0
Vehicles Licensed for the First Time,2005 October,Secondhand Other Vehicles,349.0
Vehicles Licensed for the First Time,2005 October,Secondhand Motor Cycles,205.0
Vehicles Licensed for the First Time,2005 November,All Vehicles,12429.0
Vehicles Licensed for the First Time,2005 November,New Vehicles,6658.0
Vehicles Licensed for the First Time,2005 November,New Private Cars,3779.0
Vehicles Licensed for the First Time,2005 November,New Goods Vehicles,2115.0
Vehicles Licensed for the First Time,2005 November,New Tractors,171.0
Vehicles Licensed for the First Time,2005 November,New Motor Cycles,164.0
Vehicles Licensed for the First Time,2005 November,New Exempt Vehicles,226.0
Vehicles Licensed for the First Time,2005 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",203.0
Vehicles Licensed for the First Time,2005 November,Secondhand Vehicles,5771.0
Vehicles Licensed for the First Time,2005 November,Secondhand Private Cars,3780.0
Vehicles Licensed for the First Time,2005 November,Secondhand Goods Vehicles,1231.0
Vehicles Licensed for the First Time,2005 November,Secondhand Tractors,248.0
Vehicles Licensed for the First Time,2005 November,Secondhand Other Vehicles,334.0
Vehicles Licensed for the First Time,2005 November,Secondhand Motor Cycles,178.0
Vehicles Licensed for the First Time,2005 December,All Vehicles,8656.0
Vehicles Licensed for the First Time,2005 December,New Vehicles,3750.0
Vehicles Licensed for the First Time,2005 December,New Private Cars,2134.0
Vehicles Licensed for the First Time,2005 December,New Goods Vehicles,1202.0
Vehicles Licensed for the First Time,2005 December,New Tractors,91.0
Vehicles Licensed for the First Time,2005 December,New Motor Cycles,105.0
Vehicles Licensed for the First Time,2005 December,New Exempt Vehicles,108.0
Vehicles Licensed for the First Time,2005 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",110.0
Vehicles Licensed for the First Time,2005 December,Secondhand Vehicles,4906.0
Vehicles Licensed for the First Time,2005 December,Secondhand Private Cars,3219.0
Vehicles Licensed for the First Time,2005 December,Secondhand Goods Vehicles,1038.0
Vehicles Licensed for the First Time,2005 December,Secondhand Tractors,215.0
Vehicles Licensed for the First Time,2005 December,Secondhand Other Vehicles,306.0
Vehicles Licensed for the First Time,2005 December,Secondhand Motor Cycles,128.0
Vehicles Licensed for the First Time,2006 January,All Vehicles,35238.0
Vehicles Licensed for the First Time,2006 January,New Vehicles,29962.0
Vehicles Licensed for the First Time,2006 January,New Private Cars,24605.0
Vehicles Licensed for the First Time,2006 January,New Goods Vehicles,3899.0
Vehicles Licensed for the First Time,2006 January,New Tractors,328.0
Vehicles Licensed for the First Time,2006 January,New Motor Cycles,253.0
Vehicles Licensed for the First Time,2006 January,New Exempt Vehicles,464.0
Vehicles Licensed for the First Time,2006 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",413.0
Vehicles Licensed for the First Time,2006 January,Secondhand Vehicles,5276.0
Vehicles Licensed for the First Time,2006 January,Secondhand Private Cars,3462.0
Vehicles Licensed for the First Time,2006 January,Secondhand Goods Vehicles,1057.0
Vehicles Licensed for the First Time,2006 January,Secondhand Tractors,231.0
Vehicles Licensed for the First Time,2006 January,Secondhand Other Vehicles,361.0
Vehicles Licensed for the First Time,2006 January,Secondhand Motor Cycles,165.0
Vehicles Licensed for the First Time,2006 February,All Vehicles,39409.0
Vehicles Licensed for the First Time,2006 February,New Vehicles,33089.0
Vehicles Licensed for the First Time,2006 February,New Private Cars,26384.0
Vehicles Licensed for the First Time,2006 February,New Goods Vehicles,4999.0
Vehicles Licensed for the First Time,2006 February,New Tractors,397.0
Vehicles Licensed for the First Time,2006 February,New Motor Cycles,307.0
Vehicles Licensed for the First Time,2006 February,New Exempt Vehicles,632.0
Vehicles Licensed for the First Time,2006 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",370.0
Vehicles Licensed for the First Time,2006 February,Secondhand Vehicles,6320.0
Vehicles Licensed for the First Time,2006 February,Secondhand Private Cars,4264.0
Vehicles Licensed for the First Time,2006 February,Secondhand Goods Vehicles,1168.0
Vehicles Licensed for the First Time,2006 February,Secondhand Tractors,295.0
Vehicles Licensed for the First Time,2006 February,Secondhand Other Vehicles,380.0
Vehicles Licensed for the First Time,2006 February,Secondhand Motor Cycles,213.0
Vehicles Licensed for the First Time,2006 March,All Vehicles,38954.0
Vehicles Licensed for the First Time,2006 March,New Vehicles,31800.0
Vehicles Licensed for the First Time,2006 March,New Private Cars,24858.0
Vehicles Licensed for the First Time,2006 March,New Goods Vehicles,5023.0
Vehicles Licensed for the First Time,2006 March,New Tractors,378.0
Vehicles Licensed for the First Time,2006 March,New Motor Cycles,269.0
Vehicles Licensed for the First Time,2006 March,New Exempt Vehicles,841.0
Vehicles Licensed for the First Time,2006 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",431.0
Vehicles Licensed for the First Time,2006 March,Secondhand Vehicles,7154.0
Vehicles Licensed for the First Time,2006 March,Secondhand Private Cars,4667.0
Vehicles Licensed for the First Time,2006 March,Secondhand Goods Vehicles,1339.0
Vehicles Licensed for the First Time,2006 March,Secondhand Tractors,335.0
Vehicles Licensed for the First Time,2006 March,Secondhand Other Vehicles,537.0
Vehicles Licensed for the First Time,2006 March,Secondhand Motor Cycles,276.0
Vehicles Licensed for the First Time,2006 April,All Vehicles,33755.0
Vehicles Licensed for the First Time,2006 April,New Vehicles,26687.0
Vehicles Licensed for the First Time,2006 April,New Private Cars,20634.0
Vehicles Licensed for the First Time,2006 April,New Goods Vehicles,4469.0
Vehicles Licensed for the First Time,2006 April,New Tractors,335.0
Vehicles Licensed for the First Time,2006 April,New Motor Cycles,294.0
Vehicles Licensed for the First Time,2006 April,New Exempt Vehicles,561.0
Vehicles Licensed for the First Time,2006 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",394.0
Vehicles Licensed for the First Time,2006 April,Secondhand Vehicles,7068.0
Vehicles Licensed for the First Time,2006 April,Secondhand Private Cars,4620.0
Vehicles Licensed for the First Time,2006 April,Secondhand Goods Vehicles,1280.0
Vehicles Licensed for the First Time,2006 April,Secondhand Tractors,284.0
Vehicles Licensed for the First Time,2006 April,Secondhand Other Vehicles,539.0
Vehicles Licensed for the First Time,2006 April,Secondhand Motor Cycles,345.0
Vehicles Licensed for the First Time,2006 May,All Vehicles,33230.0
Vehicles Licensed for the First Time,2006 May,New Vehicles,25565.0
Vehicles Licensed for the First Time,2006 May,New Private Cars,18951.0
Vehicles Licensed for the First Time,2006 May,New Goods Vehicles,4764.0
Vehicles Licensed for the First Time,2006 May,New Tractors,466.0
Vehicles Licensed for the First Time,2006 May,New Motor Cycles,358.0
Vehicles Licensed for the First Time,2006 May,New Exempt Vehicles,630.0
Vehicles Licensed for the First Time,2006 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",396.0
Vehicles Licensed for the First Time,2006 May,Secondhand Vehicles,7665.0
Vehicles Licensed for the First Time,2006 May,Secondhand Private Cars,4842.0
Vehicles Licensed for the First Time,2006 May,Secondhand Goods Vehicles,1415.0
Vehicles Licensed for the First Time,2006 May,Secondhand Tractors,409.0
Vehicles Licensed for the First Time,2006 May,Secondhand Other Vehicles,605.0
Vehicles Licensed for the First Time,2006 May,Secondhand Motor Cycles,394.0
Vehicles Licensed for the First Time,2006 June,All Vehicles,28312.0
Vehicles Licensed for the First Time,2006 June,New Vehicles,20628.0
Vehicles Licensed for the First Time,2006 June,New Private Cars,15048.0
Vehicles Licensed for the First Time,2006 June,New Goods Vehicles,3989.0
Vehicles Licensed for the First Time,2006 June,New Tractors,361.0
Vehicles Licensed for the First Time,2006 June,New Motor Cycles,361.0
Vehicles Licensed for the First Time,2006 June,New Exempt Vehicles,548.0
Vehicles Licensed for the First Time,2006 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",321.0
Vehicles Licensed for the First Time,2006 June,Secondhand Vehicles,7684.0
Vehicles Licensed for the First Time,2006 June,Secondhand Private Cars,4990.0
Vehicles Licensed for the First Time,2006 June,Secondhand Goods Vehicles,1289.0
Vehicles Licensed for the First Time,2006 June,Secondhand Tractors,409.0
Vehicles Licensed for the First Time,2006 June,Secondhand Other Vehicles,581.0
Vehicles Licensed for the First Time,2006 June,Secondhand Motor Cycles,415.0
Vehicles Licensed for the First Time,2006 July,All Vehicles,26944.0
Vehicles Licensed for the First Time,2006 July,New Vehicles,20017.0
Vehicles Licensed for the First Time,2006 July,New Private Cars,14905.0
Vehicles Licensed for the First Time,2006 July,New Goods Vehicles,3522.0
Vehicles Licensed for the First Time,2006 July,New Tractors,313.0
Vehicles Licensed for the First Time,2006 July,New Motor Cycles,314.0
Vehicles Licensed for the First Time,2006 July,New Exempt Vehicles,618.0
Vehicles Licensed for the First Time,2006 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",345.0
Vehicles Licensed for the First Time,2006 July,Secondhand Vehicles,6927.0
Vehicles Licensed for the First Time,2006 July,Secondhand Private Cars,4505.0
Vehicles Licensed for the First Time,2006 July,Secondhand Goods Vehicles,1201.0
Vehicles Licensed for the First Time,2006 July,Secondhand Tractors,312.0
Vehicles Licensed for the First Time,2006 July,Secondhand Other Vehicles,536.0
Vehicles Licensed for the First Time,2006 July,Secondhand Motor Cycles,373.0
Vehicles Licensed for the First Time,2006 August,All Vehicles,23169.0
Vehicles Licensed for the First Time,2006 August,New Vehicles,15555.0
Vehicles Licensed for the First Time,2006 August,New Private Cars,10749.0
Vehicles Licensed for the First Time,2006 August,New Goods Vehicles,3313.0
Vehicles Licensed for the First Time,2006 August,New Tractors,301.0
Vehicles Licensed for the First Time,2006 August,New Motor Cycles,298.0
Vehicles Licensed for the First Time,2006 August,New Exempt Vehicles,610.0
Vehicles Licensed for the First Time,2006 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",284.0
Vehicles Licensed for the First Time,2006 August,Secondhand Vehicles,7614.0
Vehicles Licensed for the First Time,2006 August,Secondhand Private Cars,5074.0
Vehicles Licensed for the First Time,2006 August,Secondhand Goods Vehicles,1268.0
Vehicles Licensed for the First Time,2006 August,Secondhand Tractors,292.0
Vehicles Licensed for the First Time,2006 August,Secondhand Other Vehicles,593.0
Vehicles Licensed for the First Time,2006 August,Secondhand Motor Cycles,387.0
Vehicles Licensed for the First Time,2006 September,All Vehicles,18554.0
Vehicles Licensed for the First Time,2006 September,New Vehicles,11491.0
Vehicles Licensed for the First Time,2006 September,New Private Cars,7259.0
Vehicles Licensed for the First Time,2006 September,New Goods Vehicles,3079.0
Vehicles Licensed for the First Time,2006 September,New Tractors,245.0
Vehicles Licensed for the First Time,2006 September,New Motor Cycles,256.0
Vehicles Licensed for the First Time,2006 September,New Exempt Vehicles,379.0
Vehicles Licensed for the First Time,2006 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",273.0
Vehicles Licensed for the First Time,2006 September,Secondhand Vehicles,7063.0
Vehicles Licensed for the First Time,2006 September,Secondhand Private Cars,4652.0
Vehicles Licensed for the First Time,2006 September,Secondhand Goods Vehicles,1370.0
Vehicles Licensed for the First Time,2006 September,Secondhand Tractors,271.0
Vehicles Licensed for the First Time,2006 September,Secondhand Other Vehicles,274.0
Vehicles Licensed for the First Time,2006 September,Secondhand Motor Cycles,496.0
Vehicles Licensed for the First Time,2006 October,All Vehicles,16471.0
Vehicles Licensed for the First Time,2006 October,New Vehicles,9445.0
Vehicles Licensed for the First Time,2006 October,New Private Cars,5479.0
Vehicles Licensed for the First Time,2006 October,New Goods Vehicles,2909.0
Vehicles Licensed for the First Time,2006 October,New Tractors,240.0
Vehicles Licensed for the First Time,2006 October,New Motor Cycles,227.0
Vehicles Licensed for the First Time,2006 October,New Exempt Vehicles,332.0
Vehicles Licensed for the First Time,2006 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",258.0
Vehicles Licensed for the First Time,2006 October,Secondhand Vehicles,7026.0
Vehicles Licensed for the First Time,2006 October,Secondhand Private Cars,4664.0
Vehicles Licensed for the First Time,2006 October,Secondhand Goods Vehicles,1374.0
Vehicles Licensed for the First Time,2006 October,Secondhand Tractors,249.0
Vehicles Licensed for the First Time,2006 October,Secondhand Other Vehicles,477.0
Vehicles Licensed for the First Time,2006 October,Secondhand Motor Cycles,262.0
