Statistic,Month,Sex,Age.Group,Last.Held.Occupation,value
Persons on the Live Register,2022 March,Male,All ages,Sales,4409
Persons on the Live Register,2022 March,Male,All ages,Plant and machine operatives,13755
Persons on the Live Register,2022 March,Male,All ages,Other broad occupational groups,12819
Persons on the Live Register,2022 March,Male,All ages,No occupation,31805
Persons on the Live Register,2022 March,Female,Under 25 years,All broad occupational groups,7411
Persons on the Live Register,2022 March,Female,Under 25 years,Managers and administrators,50
Persons on the Live Register,2022 March,Female,Under 25 years,Professional,153
Persons on the Live Register,2022 March,Female,Under 25 years,Associate professional and technical,82
Persons on the Live Register,2022 March,Female,Under 25 years,Clerical and secretarial,320
Persons on the Live Register,2022 March,Female,Under 25 years,Craft and related,347
Persons on the Live Register,2022 March,Female,Under 25 years,Personal and protective services,946
Persons on the Live Register,2022 March,Female,Under 25 years,Sales,963
Persons on the Live Register,2022 March,Female,Under 25 years,Plant and machine operatives,435
Persons on the Live Register,2022 March,Female,Under 25 years,Other broad occupational groups,572
Persons on the Live Register,2022 March,Female,Under 25 years,No occupation,3543
Persons on the Live Register,2022 March,Female,25 years and over,All broad occupational groups,72422
Persons on the Live Register,2022 March,Female,25 years and over,Managers and administrators,3137
Persons on the Live Register,2022 March,Female,25 years and over,Professional,4595
Persons on the Live Register,2022 March,Female,25 years and over,Associate professional and technical,1924
Persons on the Live Register,2022 March,Female,25 years and over,Clerical and secretarial,9598
Persons on the Live Register,2022 March,Female,25 years and over,Craft and related,3445
Persons on the Live Register,2022 March,Female,25 years and over,Personal and protective services,10611
Persons on the Live Register,2022 March,Female,25 years and over,Sales,7209
Persons on the Live Register,2022 March,Female,25 years and over,Plant and machine operatives,4938
Persons on the Live Register,2022 March,Female,25 years and over,Other broad occupational groups,4376
Persons on the Live Register,2022 March,Female,25 years and over,No occupation,22589
Persons on the Live Register,2022 March,Female,All ages,All broad occupational groups,79833
Persons on the Live Register,2022 March,Female,All ages,Managers and administrators,3187
Persons on the Live Register,2022 March,Female,All ages,Professional,4748
Persons on the Live Register,2022 March,Female,All ages,Associate professional and technical,2006
Persons on the Live Register,2022 March,Female,All ages,Clerical and secretarial,9918
Persons on the Live Register,2022 March,Female,All ages,Craft and related,3792
Persons on the Live Register,2022 March,Female,All ages,Personal and protective services,11557
Persons on the Live Register,2022 March,Female,All ages,Sales,8172
Persons on the Live Register,2022 March,Female,All ages,Plant and machine operatives,5373
Persons on the Live Register,2022 March,Female,All ages,Other broad occupational groups,4948
Persons on the Live Register,2022 March,Female,All ages,No occupation,26132
Persons on the Live Register,2022 April,Both sexes,Under 25 years,All broad occupational groups,17120
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Managers and administrators,121
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Professional,311
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Associate professional and technical,189
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Clerical and secretarial,608
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Craft and related,1423
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Personal and protective services,1320
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Sales,1663
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Plant and machine operatives,1640
Persons on the Live Register,2022 April,Both sexes,Under 25 years,Other broad occupational groups,1666
Persons on the Live Register,2022 April,Both sexes,Under 25 years,No occupation,8179
Persons on the Live Register,2022 April,Both sexes,25 years and over,All broad occupational groups,159884
Persons on the Live Register,2022 April,Both sexes,25 years and over,Managers and administrators,6615
Persons on the Live Register,2022 April,Both sexes,25 years and over,Professional,8026
Persons on the Live Register,2022 April,Both sexes,25 years and over,Associate professional and technical,3946
Persons on the Live Register,2022 April,Both sexes,25 years and over,Clerical and secretarial,13927
Persons on the Live Register,2022 April,Both sexes,25 years and over,Craft and related,20085
Persons on the Live Register,2022 April,Both sexes,25 years and over,Personal and protective services,15635
Persons on the Live Register,2022 April,Both sexes,25 years and over,Sales,10702
Persons on the Live Register,2022 April,Both sexes,25 years and over,Plant and machine operatives,17412
Persons on the Live Register,2022 April,Both sexes,25 years and over,Other broad occupational groups,15945
Persons on the Live Register,2022 April,Both sexes,25 years and over,No occupation,47591
Persons on the Live Register,2022 April,Both sexes,All ages,All broad occupational groups,177004
Persons on the Live Register,2022 April,Both sexes,All ages,Managers and administrators,6736
Persons on the Live Register,2022 April,Both sexes,All ages,Professional,8337
Persons on the Live Register,2022 April,Both sexes,All ages,Associate professional and technical,4135
Persons on the Live Register,2022 April,Both sexes,All ages,Clerical and secretarial,14535
Persons on the Live Register,2022 April,Both sexes,All ages,Craft and related,21508
Persons on the Live Register,2022 April,Both sexes,All ages,Personal and protective services,16955
Persons on the Live Register,2022 April,Both sexes,All ages,Sales,12365
Persons on the Live Register,2022 April,Both sexes,All ages,Plant and machine operatives,19052
Persons on the Live Register,2022 April,Both sexes,All ages,Other broad occupational groups,17611
Persons on the Live Register,2022 April,Both sexes,All ages,No occupation,55770
Persons on the Live Register,2022 April,Male,Under 25 years,All broad occupational groups,9764
Persons on the Live Register,2022 April,Male,Under 25 years,Managers and administrators,74
Persons on the Live Register,2022 April,Male,Under 25 years,Professional,127
Persons on the Live Register,2022 April,Male,Under 25 years,Associate professional and technical,109
Persons on the Live Register,2022 April,Male,Under 25 years,Clerical and secretarial,242
Persons on the Live Register,2022 April,Male,Under 25 years,Craft and related,1093
Persons on the Live Register,2022 April,Male,Under 25 years,Personal and protective services,407
Persons on the Live Register,2022 April,Male,Under 25 years,Sales,717
Persons on the Live Register,2022 April,Male,Under 25 years,Plant and machine operatives,1196
Persons on the Live Register,2022 April,Male,Under 25 years,Other broad occupational groups,1109
Persons on the Live Register,2022 April,Male,Under 25 years,No occupation,4690
Persons on the Live Register,2022 April,Male,25 years and over,All broad occupational groups,87626
Persons on the Live Register,2022 April,Male,25 years and over,Managers and administrators,3525
Persons on the Live Register,2022 April,Male,25 years and over,Professional,3206
Persons on the Live Register,2022 April,Male,25 years and over,Associate professional and technical,2067
Persons on the Live Register,2022 April,Male,25 years and over,Clerical and secretarial,3422
Persons on the Live Register,2022 April,Male,25 years and over,Craft and related,16734
Persons on the Live Register,2022 April,Male,25 years and over,Personal and protective services,5025
Persons on the Live Register,2022 April,Male,25 years and over,Sales,3635
Persons on the Live Register,2022 April,Male,25 years and over,Plant and machine operatives,12474
Persons on the Live Register,2022 April,Male,25 years and over,Other broad occupational groups,11625
Persons on the Live Register,2022 April,Male,25 years and over,No occupation,25913
Persons on the Live Register,2022 April,Male,All ages,All broad occupational groups,97390
Persons on the Live Register,2022 April,Male,All ages,Managers and administrators,3599
Persons on the Live Register,2022 April,Male,All ages,Professional,3333
Persons on the Live Register,2022 April,Male,All ages,Associate professional and technical,2176
Persons on the Live Register,2022 April,Male,All ages,Clerical and secretarial,3664
Persons on the Live Register,2022 April,Male,All ages,Craft and related,17827
Persons on the Live Register,2022 April,Male,All ages,Personal and protective services,5432
Persons on the Live Register,2022 April,Male,All ages,Sales,4352
Persons on the Live Register,2022 April,Male,All ages,Plant and machine operatives,13670
Persons on the Live Register,2022 April,Male,All ages,Other broad occupational groups,12734
Persons on the Live Register,2022 April,Male,All ages,No occupation,30603
Persons on the Live Register,2022 April,Female,Under 25 years,All broad occupational groups,7356
Persons on the Live Register,2022 April,Female,Under 25 years,Managers and administrators,47
Persons on the Live Register,2022 April,Female,Under 25 years,Professional,184
Persons on the Live Register,2022 April,Female,Under 25 years,Associate professional and technical,80
Persons on the Live Register,2022 April,Female,Under 25 years,Clerical and secretarial,366
Persons on the Live Register,2022 April,Female,Under 25 years,Craft and related,330
Persons on the Live Register,2022 April,Female,Under 25 years,Personal and protective services,913
Persons on the Live Register,2022 April,Female,Under 25 years,Sales,946
Persons on the Live Register,2022 April,Female,Under 25 years,Plant and machine operatives,444
Persons on the Live Register,2022 April,Female,Under 25 years,Other broad occupational groups,557
Persons on the Live Register,2022 April,Female,Under 25 years,No occupation,3489
Persons on the Live Register,2022 April,Female,25 years and over,All broad occupational groups,72258
Persons on the Live Register,2022 April,Female,25 years and over,Managers and administrators,3090
Persons on the Live Register,2022 April,Female,25 years and over,Professional,4820
Persons on the Live Register,2022 April,Female,25 years and over,Associate professional and technical,1879
Persons on the Live Register,2022 April,Female,25 years and over,Clerical and secretarial,10505
Persons on the Live Register,2022 April,Female,25 years and over,Craft and related,3351
Persons on the Live Register,2022 April,Female,25 years and over,Personal and protective services,10610
Persons on the Live Register,2022 April,Female,25 years and over,Sales,7067
Persons on the Live Register,2022 April,Female,25 years and over,Plant and machine operatives,4938
Persons on the Live Register,2022 April,Female,25 years and over,Other broad occupational groups,4320
Persons on the Live Register,2022 April,Female,25 years and over,No occupation,21678
Persons on the Live Register,2022 April,Female,All ages,All broad occupational groups,79614
Persons on the Live Register,2022 April,Female,All ages,Managers and administrators,3137
Persons on the Live Register,2022 April,Female,All ages,Professional,5004
Persons on the Live Register,2022 April,Female,All ages,Associate professional and technical,1959
Persons on the Live Register,2022 April,Female,All ages,Clerical and secretarial,10871
Persons on the Live Register,2022 April,Female,All ages,Craft and related,3681
Persons on the Live Register,2022 April,Female,All ages,Personal and protective services,11523
Persons on the Live Register,2022 April,Female,All ages,Sales,8013
Persons on the Live Register,2022 April,Female,All ages,Plant and machine operatives,5382
Persons on the Live Register,2022 April,Female,All ages,Other broad occupational groups,4877
Persons on the Live Register,2022 April,Female,All ages,No occupation,25167
Persons on the Live Register,2022 May,Both sexes,Under 25 years,All broad occupational groups,16824
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Managers and administrators,118
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Professional,301
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Associate professional and technical,169
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Clerical and secretarial,560
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Craft and related,1397
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Personal and protective services,1270
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Sales,1636
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Plant and machine operatives,1602
Persons on the Live Register,2022 May,Both sexes,Under 25 years,Other broad occupational groups,1603
Persons on the Live Register,2022 May,Both sexes,Under 25 years,No occupation,8168
Persons on the Live Register,2022 May,Both sexes,25 years and over,All broad occupational groups,155079
Persons on the Live Register,2022 May,Both sexes,25 years and over,Managers and administrators,6562
Persons on the Live Register,2022 May,Both sexes,25 years and over,Professional,7870
Persons on the Live Register,2022 May,Both sexes,25 years and over,Associate professional and technical,3832
Persons on the Live Register,2022 May,Both sexes,25 years and over,Clerical and secretarial,12790
Persons on the Live Register,2022 May,Both sexes,25 years and over,Craft and related,19679
Persons on the Live Register,2022 May,Both sexes,25 years and over,Personal and protective services,15002
Persons on the Live Register,2022 May,Both sexes,25 years and over,Sales,10499
Persons on the Live Register,2022 May,Both sexes,25 years and over,Plant and machine operatives,17023
Persons on the Live Register,2022 May,Both sexes,25 years and over,Other broad occupational groups,15713
Persons on the Live Register,2022 May,Both sexes,25 years and over,No occupation,46109
Persons on the Live Register,2022 May,Both sexes,All ages,All broad occupational groups,171903
Persons on the Live Register,2022 May,Both sexes,All ages,Managers and administrators,6680
Persons on the Live Register,2022 May,Both sexes,All ages,Professional,8171
Persons on the Live Register,2022 May,Both sexes,All ages,Associate professional and technical,4001
Persons on the Live Register,2022 May,Both sexes,All ages,Clerical and secretarial,13350
Persons on the Live Register,2022 May,Both sexes,All ages,Craft and related,21076
Persons on the Live Register,2022 May,Both sexes,All ages,Personal and protective services,16272
Persons on the Live Register,2022 May,Both sexes,All ages,Sales,12135
Persons on the Live Register,2022 May,Both sexes,All ages,Plant and machine operatives,18625
Persons on the Live Register,2022 May,Both sexes,All ages,Other broad occupational groups,17316
Persons on the Live Register,2022 May,Both sexes,All ages,No occupation,54277
Persons on the Live Register,2022 May,Male,Under 25 years,All broad occupational groups,9588
Persons on the Live Register,2022 May,Male,Under 25 years,Managers and administrators,65
Persons on the Live Register,2022 May,Male,Under 25 years,Professional,143
Persons on the Live Register,2022 May,Male,Under 25 years,Associate professional and technical,97
Persons on the Live Register,2022 May,Male,Under 25 years,Clerical and secretarial,237
Persons on the Live Register,2022 May,Male,Under 25 years,Craft and related,1061
Persons on the Live Register,2022 May,Male,Under 25 years,Personal and protective services,386
Persons on the Live Register,2022 May,Male,Under 25 years,Sales,688
Persons on the Live Register,2022 May,Male,Under 25 years,Plant and machine operatives,1162
Persons on the Live Register,2022 May,Male,Under 25 years,Other broad occupational groups,1051
Persons on the Live Register,2022 May,Male,Under 25 years,No occupation,4698
Persons on the Live Register,2022 May,Male,25 years and over,All broad occupational groups,85405
Persons on the Live Register,2022 May,Male,25 years and over,Managers and administrators,3469
Persons on the Live Register,2022 May,Male,25 years and over,Professional,3167
Persons on the Live Register,2022 May,Male,25 years and over,Associate professional and technical,2004
Persons on the Live Register,2022 May,Male,25 years and over,Clerical and secretarial,3208
Persons on the Live Register,2022 May,Male,25 years and over,Craft and related,16422
Persons on the Live Register,2022 May,Male,25 years and over,Personal and protective services,4861
Persons on the Live Register,2022 May,Male,25 years and over,Sales,3540
Persons on the Live Register,2022 May,Male,25 years and over,Plant and machine operatives,12183
Persons on the Live Register,2022 May,Male,25 years and over,Other broad occupational groups,11476
Persons on the Live Register,2022 May,Male,25 years and over,No occupation,25075
Persons on the Live Register,2022 May,Male,All ages,All broad occupational groups,94993
Persons on the Live Register,2022 May,Male,All ages,Managers and administrators,3534
Persons on the Live Register,2022 May,Male,All ages,Professional,3310
Persons on the Live Register,2022 May,Male,All ages,Associate professional and technical,2101
Persons on the Live Register,2022 May,Male,All ages,Clerical and secretarial,3445
Persons on the Live Register,2022 May,Male,All ages,Craft and related,17483
Persons on the Live Register,2022 May,Male,All ages,Personal and protective services,5247
Persons on the Live Register,2022 May,Male,All ages,Sales,4228
Persons on the Live Register,2022 May,Male,All ages,Plant and machine operatives,13345
Persons on the Live Register,2022 May,Male,All ages,Other broad occupational groups,12527
Persons on the Live Register,2022 May,Male,All ages,No occupation,29773
Persons on the Live Register,2022 May,Female,Under 25 years,All broad occupational groups,7236
Persons on the Live Register,2022 May,Female,Under 25 years,Managers and administrators,53
Persons on the Live Register,2022 May,Female,Under 25 years,Professional,158
Persons on the Live Register,2022 May,Female,Under 25 years,Associate professional and technical,72
Persons on the Live Register,2022 May,Female,Under 25 years,Clerical and secretarial,323
Persons on the Live Register,2022 May,Female,Under 25 years,Craft and related,336
Persons on the Live Register,2022 May,Female,Under 25 years,Personal and protective services,884
Persons on the Live Register,2022 May,Female,Under 25 years,Sales,948
Persons on the Live Register,2022 May,Female,Under 25 years,Plant and machine operatives,440
Persons on the Live Register,2022 May,Female,Under 25 years,Other broad occupational groups,552
Persons on the Live Register,2022 May,Female,Under 25 years,No occupation,3470
Persons on the Live Register,2022 May,Female,25 years and over,All broad occupational groups,69674
Persons on the Live Register,2022 May,Female,25 years and over,Managers and administrators,3093
Persons on the Live Register,2022 May,Female,25 years and over,Professional,4703
Persons on the Live Register,2022 May,Female,25 years and over,Associate professional and technical,1828
Persons on the Live Register,2022 May,Female,25 years and over,Clerical and secretarial,9582
Persons on the Live Register,2022 May,Female,25 years and over,Craft and related,3257
Persons on the Live Register,2022 May,Female,25 years and over,Personal and protective services,10141
Persons on the Live Register,2022 May,Female,25 years and over,Sales,6959
Persons on the Live Register,2022 May,Female,25 years and over,Plant and machine operatives,4840
Persons on the Live Register,2022 May,Female,25 years and over,Other broad occupational groups,4237
Persons on the Live Register,2022 May,Female,25 years and over,No occupation,21034
Persons on the Live Register,2022 May,Female,All ages,All broad occupational groups,76910
Persons on the Live Register,2022 May,Female,All ages,Managers and administrators,3146
Persons on the Live Register,2022 May,Female,All ages,Professional,4861
Persons on the Live Register,2022 May,Female,All ages,Associate professional and technical,1900
Persons on the Live Register,2022 May,Female,All ages,Clerical and secretarial,9905
Persons on the Live Register,2022 May,Female,All ages,Craft and related,3593
Persons on the Live Register,2022 May,Female,All ages,Personal and protective services,11025
Persons on the Live Register,2022 May,Female,All ages,Sales,7907
Persons on the Live Register,2022 May,Female,All ages,Plant and machine operatives,5280
Persons on the Live Register,2022 May,Female,All ages,Other broad occupational groups,4789
Persons on the Live Register,2022 May,Female,All ages,No occupation,24504
Persons on the Live Register,2022 June,Both sexes,Under 25 years,All broad occupational groups,19299
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Managers and administrators,115
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Professional,446
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Associate professional and technical,197
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Clerical and secretarial,729
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Craft and related,1440
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Personal and protective services,1342
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Sales,1753
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Plant and machine operatives,1655
Persons on the Live Register,2022 June,Both sexes,Under 25 years,Other broad occupational groups,1698
Persons on the Live Register,2022 June,Both sexes,Under 25 years,No occupation,9924
Persons on the Live Register,2022 June,Both sexes,25 years and over,All broad occupational groups,167520
Persons on the Live Register,2022 June,Both sexes,25 years and over,Managers and administrators,6560
Persons on the Live Register,2022 June,Both sexes,25 years and over,Professional,8838
Persons on the Live Register,2022 June,Both sexes,25 years and over,Associate professional and technical,3867
Persons on the Live Register,2022 June,Both sexes,25 years and over,Clerical and secretarial,16297
Persons on the Live Register,2022 June,Both sexes,25 years and over,Craft and related,19630
Persons on the Live Register,2022 June,Both sexes,25 years and over,Personal and protective services,15770
Persons on the Live Register,2022 June,Both sexes,25 years and over,Sales,10595
Persons on the Live Register,2022 June,Both sexes,25 years and over,Plant and machine operatives,17023
Persons on the Live Register,2022 June,Both sexes,25 years and over,Other broad occupational groups,15836
Persons on the Live Register,2022 June,Both sexes,25 years and over,No occupation,53104
Persons on the Live Register,2022 June,Both sexes,All ages,All broad occupational groups,186819
Persons on the Live Register,2022 June,Both sexes,All ages,Managers and administrators,6675
Persons on the Live Register,2022 June,Both sexes,All ages,Professional,9284
Persons on the Live Register,2022 June,Both sexes,All ages,Associate professional and technical,4064
Persons on the Live Register,2022 June,Both sexes,All ages,Clerical and secretarial,17026
Persons on the Live Register,2022 June,Both sexes,All ages,Craft and related,21070
Persons on the Live Register,2022 June,Both sexes,All ages,Personal and protective services,17112
Persons on the Live Register,2022 June,Both sexes,All ages,Sales,12348
Persons on the Live Register,2022 June,Both sexes,All ages,Plant and machine operatives,18678
Persons on the Live Register,2022 June,Both sexes,All ages,Other broad occupational groups,17534
Persons on the Live Register,2022 June,Both sexes,All ages,No occupation,63028
Persons on the Live Register,2022 June,Male,Under 25 years,All broad occupational groups,10316
Persons on the Live Register,2022 June,Male,Under 25 years,Managers and administrators,63
Persons on the Live Register,2022 June,Male,Under 25 years,Professional,187
Persons on the Live Register,2022 June,Male,Under 25 years,Associate professional and technical,112
Persons on the Live Register,2022 June,Male,Under 25 years,Clerical and secretarial,278
Persons on the Live Register,2022 June,Male,Under 25 years,Craft and related,1079
Persons on the Live Register,2022 June,Male,Under 25 years,Personal and protective services,409
Persons on the Live Register,2022 June,Male,Under 25 years,Sales,725
Persons on the Live Register,2022 June,Male,Under 25 years,Plant and machine operatives,1180
Persons on the Live Register,2022 June,Male,Under 25 years,Other broad occupational groups,1108
Persons on the Live Register,2022 June,Male,Under 25 years,No occupation,5175
Persons on the Live Register,2022 June,Male,25 years and over,All broad occupational groups,86912
Persons on the Live Register,2022 June,Male,25 years and over,Managers and administrators,3469
Persons on the Live Register,2022 June,Male,25 years and over,Professional,3352
Persons on the Live Register,2022 June,Male,25 years and over,Associate professional and technical,2017
Persons on the Live Register,2022 June,Male,25 years and over,Clerical and secretarial,3653
Persons on the Live Register,2022 June,Male,25 years and over,Craft and related,16302
Persons on the Live Register,2022 June,Male,25 years and over,Personal and protective services,4832
Persons on the Live Register,2022 June,Male,25 years and over,Sales,3636
Persons on the Live Register,2022 June,Male,25 years and over,Plant and machine operatives,12145
Persons on the Live Register,2022 June,Male,25 years and over,Other broad occupational groups,11499
Persons on the Live Register,2022 June,Male,25 years and over,No occupation,26007
Persons on the Live Register,2022 June,Male,All ages,All broad occupational groups,97228
Persons on the Live Register,2022 June,Male,All ages,Managers and administrators,3532
Persons on the Live Register,2022 June,Male,All ages,Professional,3539
Persons on the Live Register,2022 June,Male,All ages,Associate professional and technical,2129
Persons on the Live Register,2022 June,Male,All ages,Clerical and secretarial,3931
Persons on the Live Register,2022 June,Male,All ages,Craft and related,17381
Persons on the Live Register,2022 June,Male,All ages,Personal and protective services,5241
Persons on the Live Register,2022 June,Male,All ages,Sales,4361
Persons on the Live Register,2022 June,Male,All ages,Plant and machine operatives,13325
Persons on the Live Register,2022 June,Male,All ages,Other broad occupational groups,12607
Persons on the Live Register,2022 June,Male,All ages,No occupation,31182
Persons on the Live Register,2022 June,Female,Under 25 years,All broad occupational groups,8983
Persons on the Live Register,2022 June,Female,Under 25 years,Managers and administrators,52
Persons on the Live Register,2022 June,Female,Under 25 years,Professional,259
Persons on the Live Register,2022 June,Female,Under 25 years,Associate professional and technical,85
Persons on the Live Register,2022 June,Female,Under 25 years,Clerical and secretarial,451
Persons on the Live Register,2022 June,Female,Under 25 years,Craft and related,361
Persons on the Live Register,2022 June,Female,Under 25 years,Personal and protective services,933
Persons on the Live Register,2022 June,Female,Under 25 years,Sales,1028
Persons on the Live Register,2022 June,Female,Under 25 years,Plant and machine operatives,475
Persons on the Live Register,2022 June,Female,Under 25 years,Other broad occupational groups,590
Persons on the Live Register,2022 June,Female,Under 25 years,No occupation,4749
Persons on the Live Register,2022 June,Female,25 years and over,All broad occupational groups,80608
Persons on the Live Register,2022 June,Female,25 years and over,Managers and administrators,3091
Persons on the Live Register,2022 June,Female,25 years and over,Professional,5486
Persons on the Live Register,2022 June,Female,25 years and over,Associate professional and technical,1850
Persons on the Live Register,2022 June,Female,25 years and over,Clerical and secretarial,12644
Persons on the Live Register,2022 June,Female,25 years and over,Craft and related,3328
Persons on the Live Register,2022 June,Female,25 years and over,Personal and protective services,10938
Persons on the Live Register,2022 June,Female,25 years and over,Sales,6959
Persons on the Live Register,2022 June,Female,25 years and over,Plant and machine operatives,4878
Persons on the Live Register,2022 June,Female,25 years and over,Other broad occupational groups,4337
Persons on the Live Register,2022 June,Female,25 years and over,No occupation,27097
Persons on the Live Register,2022 June,Female,All ages,All broad occupational groups,89591
Persons on the Live Register,2022 June,Female,All ages,Managers and administrators,3143
Persons on the Live Register,2022 June,Female,All ages,Professional,5745
Persons on the Live Register,2022 June,Female,All ages,Associate professional and technical,1935
Persons on the Live Register,2022 June,Female,All ages,Clerical and secretarial,13095
Persons on the Live Register,2022 June,Female,All ages,Craft and related,3689
Persons on the Live Register,2022 June,Female,All ages,Personal and protective services,11871
Persons on the Live Register,2022 June,Female,All ages,Sales,7987
Persons on the Live Register,2022 June,Female,All ages,Plant and machine operatives,5353
Persons on the Live Register,2022 June,Female,All ages,Other broad occupational groups,4927
Persons on the Live Register,2022 June,Female,All ages,No occupation,31846
Persons on the Live Register,2022 July,Both sexes,Under 25 years,All broad occupational groups,20613
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Managers and administrators,115
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Professional,639
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Associate professional and technical,207
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Clerical and secretarial,1056
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Craft and related,1511
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Personal and protective services,1408
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Sales,1808
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Plant and machine operatives,1663
Persons on the Live Register,2022 July,Both sexes,Under 25 years,Other broad occupational groups,1726
Persons on the Live Register,2022 July,Both sexes,Under 25 years,No occupation,10480
Persons on the Live Register,2022 July,Both sexes,25 years and over,All broad occupational groups,176087
Persons on the Live Register,2022 July,Both sexes,25 years and over,Managers and administrators,6632
Persons on the Live Register,2022 July,Both sexes,25 years and over,Professional,10406
Persons on the Live Register,2022 July,Both sexes,25 years and over,Associate professional and technical,3875
Persons on the Live Register,2022 July,Both sexes,25 years and over,Clerical and secretarial,21026
Persons on the Live Register,2022 July,Both sexes,25 years and over,Craft and related,19606
Persons on the Live Register,2022 July,Both sexes,25 years and over,Personal and protective services,16428
Persons on the Live Register,2022 July,Both sexes,25 years and over,Sales,10595
Persons on the Live Register,2022 July,Both sexes,25 years and over,Plant and machine operatives,17141
Persons on the Live Register,2022 July,Both sexes,25 years and over,Other broad occupational groups,15871
Persons on the Live Register,2022 July,Both sexes,25 years and over,No occupation,54507
Persons on the Live Register,2022 July,Both sexes,All ages,All broad occupational groups,196700
Persons on the Live Register,2022 July,Both sexes,All ages,Managers and administrators,6747
Persons on the Live Register,2022 July,Both sexes,All ages,Professional,11045
Persons on the Live Register,2022 July,Both sexes,All ages,Associate professional and technical,4082
Persons on the Live Register,2022 July,Both sexes,All ages,Clerical and secretarial,22082
Persons on the Live Register,2022 July,Both sexes,All ages,Craft and related,21117
Persons on the Live Register,2022 July,Both sexes,All ages,Personal and protective services,17836
Persons on the Live Register,2022 July,Both sexes,All ages,Sales,12403
Persons on the Live Register,2022 July,Both sexes,All ages,Plant and machine operatives,18804
Persons on the Live Register,2022 July,Both sexes,All ages,Other broad occupational groups,17597
Persons on the Live Register,2022 July,Both sexes,All ages,No occupation,64987
Persons on the Live Register,2022 July,Male,Under 25 years,All broad occupational groups,10684
Persons on the Live Register,2022 July,Male,Under 25 years,Managers and administrators,63
Persons on the Live Register,2022 July,Male,Under 25 years,Professional,214
Persons on the Live Register,2022 July,Male,Under 25 years,Associate professional and technical,121
Persons on the Live Register,2022 July,Male,Under 25 years,Clerical and secretarial,341
Persons on the Live Register,2022 July,Male,Under 25 years,Craft and related,1128
Persons on the Live Register,2022 July,Male,Under 25 years,Personal and protective services,430
Persons on the Live Register,2022 July,Male,Under 25 years,Sales,754
Persons on the Live Register,2022 July,Male,Under 25 years,Plant and machine operatives,1164
Persons on the Live Register,2022 July,Male,Under 25 years,Other broad occupational groups,1126
Persons on the Live Register,2022 July,Male,Under 25 years,No occupation,5343
Persons on the Live Register,2022 July,Male,25 years and over,All broad occupational groups,88016
Persons on the Live Register,2022 July,Male,25 years and over,Managers and administrators,3485
Persons on the Live Register,2022 July,Male,25 years and over,Professional,3681
Persons on the Live Register,2022 July,Male,25 years and over,Associate professional and technical,2018
Persons on the Live Register,2022 July,Male,25 years and over,Clerical and secretarial,4302
Persons on the Live Register,2022 July,Male,25 years and over,Craft and related,16263
Persons on the Live Register,2022 July,Male,25 years and over,Personal and protective services,4884
Persons on the Live Register,2022 July,Male,25 years and over,Sales,3670
Persons on the Live Register,2022 July,Male,25 years and over,Plant and machine operatives,12202
Persons on the Live Register,2022 July,Male,25 years and over,Other broad occupational groups,11447
Persons on the Live Register,2022 July,Male,25 years and over,No occupation,26064
Persons on the Live Register,2022 July,Male,All ages,All broad occupational groups,98700
Persons on the Live Register,2022 July,Male,All ages,Managers and administrators,3548
Persons on the Live Register,2022 July,Male,All ages,Professional,3895
Persons on the Live Register,2022 July,Male,All ages,Associate professional and technical,2139
Persons on the Live Register,2022 July,Male,All ages,Clerical and secretarial,4643
Persons on the Live Register,2022 July,Male,All ages,Craft and related,17391
Persons on the Live Register,2022 July,Male,All ages,Personal and protective services,5314
Persons on the Live Register,2022 July,Male,All ages,Sales,4424
Persons on the Live Register,2022 July,Male,All ages,Plant and machine operatives,13366
Persons on the Live Register,2022 July,Male,All ages,Other broad occupational groups,12573
