,Statistic,Month,State,value
752,Total Exports,1978 October,State,337650
753,Total Exports,1978 November,State,395216
754,Total Exports,1978 December,State,300451
755,Total Exports,1979 January,State,274279
756,Total Exports,1979 February,State,327097
757,Total Exports,1979 March,State,337750
758,Total Exports,1979 April,State,329983
759,Total Exports,1979 May,State,398752
760,Total Exports,1979 June,State,320012
761,Total Exports,1979 July,State,454454
762,Total Exports,1979 August,State,328072
763,Total Exports,1979 September,State,388961
764,Total Exports,1979 October,State,453378
765,Total Exports,1979 November,State,458209
766,Total Exports,1979 December,State,351349
767,Total Exports,1980 January,State,368249
768,Total Exports,1980 February,State,407869
769,Total Exports,1980 March,State,429319
770,Total Exports,1980 April,State,423220
771,Total Exports,1980 May,State,420464
772,Total Exports,1980 June,State,421415
773,Total Exports,1980 July,State,475653
774,Total Exports,1980 August,State,384196
775,Total Exports,1980 September,State,489084
776,Total Exports,1980 October,State,492418
777,Total Exports,1980 November,State,467166
778,Total Exports,1980 December,State,404065
779,Total Exports,1981 January,State,397886
780,Total Exports,1981 February,State,414327
781,Total Exports,1981 March,State,460346
782,Total Exports,1981 April,State,435471
783,Total Exports,1981 May,State,540445
784,Total Exports,1981 June,State,550310
785,Total Exports,1981 July,State,547779
786,Total Exports,1981 August,State,470029
787,Total Exports,1981 September,State,556385
788,Total Exports,1981 October,State,608909
789,Total Exports,1981 November,State,579451
790,Total Exports,1981 December,State,503757
791,Total Exports,1982 January,State,438386
792,Total Exports,1982 February,State,532541
793,Total Exports,1982 March,State,594918
794,Total Exports,1982 April,State,586360
795,Total Exports,1982 May,State,625234
796,Total Exports,1982 June,State,706298
797,Total Exports,1982 July,State,643086
798,Total Exports,1982 August,State,503986
799,Total Exports,1982 September,State,662226
800,Total Exports,1982 October,State,660499
801,Total Exports,1982 November,State,663263
802,Total Exports,1982 December,State,606050
803,Total Exports,1983 January,State,536987
804,Total Exports,1983 February,State,627120
805,Total Exports,1983 March,State,630148
806,Total Exports,1983 April,State,684603
807,Total Exports,1983 May,State,705072
808,Total Exports,1983 June,State,803478
809,Total Exports,1983 July,State,786318
810,Total Exports,1983 August,State,697264
811,Total Exports,1983 September,State,825652
812,Total Exports,1983 October,State,838244
813,Total Exports,1983 November,State,895252
814,Total Exports,1983 December,State,779325
815,Total Exports,1984 January,State,750820
816,Total Exports,1984 February,State,819902
817,Total Exports,1984 March,State,922202
818,Total Exports,1984 April,State,815869
819,Total Exports,1984 May,State,1059591
820,Total Exports,1984 June,State,1057080
821,Total Exports,1984 July,State,960990
822,Total Exports,1984 August,State,733406
823,Total Exports,1984 September,State,1058595
824,Total Exports,1984 October,State,1078128
825,Total Exports,1984 November,State,1049847
826,Total Exports,1984 December,State,991883
827,Total Exports,1985 January,State,908837
828,Total Exports,1985 February,State,978406
829,Total Exports,1985 March,State,1161490
830,Total Exports,1985 April,State,937034
831,Total Exports,1985 May,State,1148148
832,Total Exports,1985 June,State,1175839
833,Total Exports,1985 July,State,1063830
834,Total Exports,1985 August,State,831179
835,Total Exports,1985 September,State,1134627
836,Total Exports,1985 October,State,1052582
837,Total Exports,1985 November,State,1074464
838,Total Exports,1985 December,State,905096
839,Total Exports,1986 January,State,862976
840,Total Exports,1986 February,State,952444
841,Total Exports,1986 March,State,1089355
842,Total Exports,1986 April,State,929786
843,Total Exports,1986 May,State,1084399
844,Total Exports,1986 June,State,981384
845,Total Exports,1986 July,State,971033
846,Total Exports,1986 August,State,809108
847,Total Exports,1986 September,State,1089873
848,Total Exports,1986 October,State,1024997
849,Total Exports,1986 November,State,1163672
850,Total Exports,1986 December,State,961505
851,Total Exports,1987 January,State,852370
852,Total Exports,1987 February,State,987012
853,Total Exports,1987 March,State,1107492
854,Total Exports,1987 April,State,1012473
855,Total Exports,1987 May,State,1317499
856,Total Exports,1987 June,State,1202738
857,Total Exports,1987 July,State,1149428
858,Total Exports,1987 August,State,946277
859,Total Exports,1987 September,State,1266531
860,Total Exports,1987 October,State,1283783
861,Total Exports,1987 November,State,1344458
862,Total Exports,1987 December,State,1150380
863,Total Exports,1988 January,State,1017139
864,Total Exports,1988 February,State,1171995
865,Total Exports,1988 March,State,1299301
866,Total Exports,1988 April,State,1189613
867,Total Exports,1988 May,State,1308558
868,Total Exports,1988 June,State,1404462
869,Total Exports,1988 July,State,1346894
870,Total Exports,1988 August,State,1157461
871,Total Exports,1988 September,State,1446428
872,Total Exports,1988 October,State,1409714
873,Total Exports,1988 November,State,1505338
874,Total Exports,1988 December,State,1361779
875,Total Exports,1989 January,State,1313158
876,Total Exports,1989 February,State,1401904
877,Total Exports,1989 March,State,1546331
878,Total Exports,1989 April,State,1579638
879,Total Exports,1989 May,State,1645343
880,Total Exports,1989 June,State,1615005
881,Total Exports,1989 July,State,1557625
882,Total Exports,1989 August,State,1257542
883,Total Exports,1989 September,State,1812627
884,Total Exports,1989 October,State,1569613
885,Total Exports,1989 November,State,1733271
886,Total Exports,1989 December,State,1502195
887,Total Exports,1990 January,State,1439846
888,Total Exports,1990 February,State,1392424
889,Total Exports,1990 March,State,1807599
890,Total Exports,1990 April,State,1554167
891,Total Exports,1990 May,State,1613870
892,Total Exports,1990 June,State,1620755
893,Total Exports,1990 July,State,1485634
894,Total Exports,1990 August,State,1147542
895,Total Exports,1990 September,State,1596598
896,Total Exports,1990 October,State,1521631
897,Total Exports,1990 November,State,1556646
898,Total Exports,1990 December,State,1474439
899,Total Exports,1991 January,State,1419221
900,Total Exports,1991 February,State,1431581
901,Total Exports,1991 March,State,1619270
902,Total Exports,1991 April,State,1429204
903,Total Exports,1991 May,State,1680238
904,Total Exports,1991 June,State,1684673
905,Total Exports,1991 July,State,1571325
906,Total Exports,1991 August,State,1371956
907,Total Exports,1991 September,State,1734419
908,Total Exports,1991 October,State,1772284
909,Total Exports,1991 November,State,1819031
910,Total Exports,1991 December,State,1536891
911,Total Exports,1992 January,State,1644692
912,Total Exports,1992 February,State,1764047
913,Total Exports,1992 March,State,1757191
914,Total Exports,1992 April,State,1680752
915,Total Exports,1992 May,State,2054309
916,Total Exports,1992 June,State,1837692
917,Total Exports,1992 July,State,1806837
918,Total Exports,1992 August,State,1511242
919,Total Exports,1992 September,State,1817376
920,Total Exports,1992 October,State,1827280
921,Total Exports,1992 November,State,1851405
922,Total Exports,1992 December,State,1707417
923,Total Exports,1993 January,State,1640375
924,Total Exports,1993 February,State,1883276
925,Total Exports,1993 March,State,2282354
926,Total Exports,1993 April,State,1983966
927,Total Exports,1993 May,State,2039072
928,Total Exports,1993 June,State,2191822
929,Total Exports,1993 July,State,2040977
930,Total Exports,1993 August,State,1821185
931,Total Exports,1993 September,State,2253912
932,Total Exports,1993 October,State,2346349
933,Total Exports,1993 November,State,2372379
934,Total Exports,1993 December,State,2322859
935,Total Exports,1994 January,State,2018122
936,Total Exports,1994 February,State,2231565
937,Total Exports,1994 March,State,2507225
938,Total Exports,1994 April,State,2299369
939,Total Exports,1994 May,State,2292004
940,Total Exports,1994 June,State,2525382
941,Total Exports,1994 July,State,2209344
942,Total Exports,1994 August,State,2076911
943,Total Exports,1994 September,State,2674195
944,Total Exports,1994 October,State,2582012
945,Total Exports,1994 November,State,2765363
946,Total Exports,1994 December,State,2709748
947,Total Exports,1995 January,State,2553316
948,Total Exports,1995 February,State,2561512
949,Total Exports,1995 March,State,3093336
950,Total Exports,1995 April,State,2747459
951,Total Exports,1995 May,State,3009152
952,Total Exports,1995 June,State,2931952
953,Total Exports,1995 July,State,2814628
954,Total Exports,1995 August,State,2545698
955,Total Exports,1995 September,State,3230341
956,Total Exports,1995 October,State,3339792
957,Total Exports,1995 November,State,3293320
958,Total Exports,1995 December,State,3209517
959,Total Exports,1996 January,State,3280622
960,Total Exports,1996 February,State,3244943
961,Total Exports,1996 March,State,3368107
962,Total Exports,1996 April,State,2962553
963,Total Exports,1996 May,State,3307541
964,Total Exports,1996 June,State,3451021
965,Total Exports,1996 July,State,3128508
966,Total Exports,1996 August,State,2503670
967,Total Exports,1996 September,State,3398581
968,Total Exports,1996 October,State,3385122
969,Total Exports,1996 November,State,3311858
970,Total Exports,1996 December,State,3266528
971,Total Exports,1997 January,State,3234912
972,Total Exports,1997 February,State,3101335
973,Total Exports,1997 March,State,3713222
974,Total Exports,1997 April,State,3547648
975,Total Exports,1997 May,State,3484161
976,Total Exports,1997 June,State,4116872
977,Total Exports,1997 July,State,3602628
978,Total Exports,1997 August,State,3332809
979,Total Exports,1997 September,State,4244227
980,Total Exports,1997 October,State,4163090
981,Total Exports,1997 November,State,4152044
982,Total Exports,1997 December,State,4175153
983,Total Exports,1998 January,State,4066082
984,Total Exports,1998 February,State,4206769
985,Total Exports,1998 March,State,4979913
986,Total Exports,1998 April,State,4581088
987,Total Exports,1998 May,State,4531822
988,Total Exports,1998 June,State,5180023
989,Total Exports,1998 July,State,4910966
990,Total Exports,1998 August,State,4269748
991,Total Exports,1998 September,State,5332900
992,Total Exports,1998 October,State,4898776
993,Total Exports,1998 November,State,5470540
994,Total Exports,1998 December,State,4893190
995,Total Exports,1999 January,State,4680128
996,Total Exports,1999 February,State,4877191
997,Total Exports,1999 March,State,5420131
998,Total Exports,1999 April,State,5118187
999,Total Exports,1999 May,State,5393593
1000,Total Exports,1999 June,State,5713694
1001,Total Exports,1999 July,State,5759151
1002,Total Exports,1999 August,State,4958962
1003,Total Exports,1999 September,State,6412050
1004,Total Exports,1999 October,State,6124582
1005,Total Exports,1999 November,State,6014622
1006,Total Exports,1999 December,State,6483917
1007,Total Exports,2000 January,State,5053000
1008,Total Exports,2000 February,State,6005800
1009,Total Exports,2000 March,State,7461300
1010,Total Exports,2000 April,State,6021200
1011,Total Exports,2000 May,State,6655000
1012,Total Exports,2000 June,State,7714800
1013,Total Exports,2000 July,State,6530200
1014,Total Exports,2000 August,State,6496800
1015,Total Exports,2000 September,State,7888900
1016,Total Exports,2000 October,State,7889400
1017,Total Exports,2000 November,State,8307100
1018,Total Exports,2000 December,State,7962600
1019,Total Exports,2001 January,State,7431300
1020,Total Exports,2001 February,State,7160400
1021,Total Exports,2001 March,State,8855000
1022,Total Exports,2001 April,State,7051500
1023,Total Exports,2001 May,State,6962100
1024,Total Exports,2001 June,State,9043300
1025,Total Exports,2001 July,State,7764700
1026,Total Exports,2001 August,State,6958900
1027,Total Exports,2001 September,State,8288100
1028,Total Exports,2001 October,State,8206800
1029,Total Exports,2001 November,State,7881700
1030,Total Exports,2001 December,State,7126600
