Statistic,Quarter,Sector,value
GVA at Current Basic Prices (Seasonally Adjusted),2018Q1,Foreign-owned multinational enterprise dominated,32489
GVA at Current Basic Prices (Seasonally Adjusted),2018Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,43797
GVA at Current Basic Prices (Seasonally Adjusted),2018Q2,All sectors,77214
GVA at Current Basic Prices (Seasonally Adjusted),2018Q2,Foreign-owned multinational enterprise dominated,32260
GVA at Current Basic Prices (Seasonally Adjusted),2018Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,44954
GVA at Current Basic Prices (Seasonally Adjusted),2018Q3,All sectors,80377
GVA at Current Basic Prices (Seasonally Adjusted),2018Q3,Foreign-owned multinational enterprise dominated,34743
GVA at Current Basic Prices (Seasonally Adjusted),2018Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,45634
GVA at Current Basic Prices (Seasonally Adjusted),2018Q4,All sectors,81621
GVA at Current Basic Prices (Seasonally Adjusted),2018Q4,Foreign-owned multinational enterprise dominated,35171
GVA at Current Basic Prices (Seasonally Adjusted),2018Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46451
GVA at Current Basic Prices (Seasonally Adjusted),2019Q1,All sectors,81647
GVA at Current Basic Prices (Seasonally Adjusted),2019Q1,Foreign-owned multinational enterprise dominated,34705
GVA at Current Basic Prices (Seasonally Adjusted),2019Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46942
GVA at Current Basic Prices (Seasonally Adjusted),2019Q2,All sectors,85436
GVA at Current Basic Prices (Seasonally Adjusted),2019Q2,Foreign-owned multinational enterprise dominated,38512
GVA at Current Basic Prices (Seasonally Adjusted),2019Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46924
GVA at Current Basic Prices (Seasonally Adjusted),2019Q3,All sectors,86648
GVA at Current Basic Prices (Seasonally Adjusted),2019Q3,Foreign-owned multinational enterprise dominated,38749
GVA at Current Basic Prices (Seasonally Adjusted),2019Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,47898
GVA at Current Basic Prices (Seasonally Adjusted),2019Q4,All sectors,89221
GVA at Current Basic Prices (Seasonally Adjusted),2019Q4,Foreign-owned multinational enterprise dominated,40101
GVA at Current Basic Prices (Seasonally Adjusted),2019Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,49120
GVA at Current Basic Prices (Seasonally Adjusted),2020Q1,All sectors,92016
GVA at Current Basic Prices (Seasonally Adjusted),2020Q1,Foreign-owned multinational enterprise dominated,42700
GVA at Current Basic Prices (Seasonally Adjusted),2020Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,49317
GVA at Current Basic Prices (Seasonally Adjusted),2020Q2,All sectors,85315
GVA at Current Basic Prices (Seasonally Adjusted),2020Q2,Foreign-owned multinational enterprise dominated,43660
GVA at Current Basic Prices (Seasonally Adjusted),2020Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41655
GVA at Current Basic Prices (Seasonally Adjusted),2020Q3,All sectors,92431
GVA at Current Basic Prices (Seasonally Adjusted),2020Q3,Foreign-owned multinational enterprise dominated,45757
GVA at Current Basic Prices (Seasonally Adjusted),2020Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46675
GVA at Current Basic Prices (Seasonally Adjusted),2020Q4,All sectors,92833
GVA at Current Basic Prices (Seasonally Adjusted),2020Q4,Foreign-owned multinational enterprise dominated,44914
GVA at Current Basic Prices (Seasonally Adjusted),2020Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,47919
GVA at Current Basic Prices (Seasonally Adjusted),2021Q1,All sectors,102846
GVA at Current Basic Prices (Seasonally Adjusted),2021Q1,Foreign-owned multinational enterprise dominated,54008
GVA at Current Basic Prices (Seasonally Adjusted),2021Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,48838
GVA at Current Basic Prices (Seasonally Adjusted),2021Q2,All sectors,104384
GVA at Current Basic Prices (Seasonally Adjusted),2021Q2,Foreign-owned multinational enterprise dominated,54061
GVA at Current Basic Prices (Seasonally Adjusted),2021Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,50323
GVA at Current Basic Prices (Seasonally Adjusted),2021Q3,All sectors,108803
GVA at Current Basic Prices (Seasonally Adjusted),2021Q3,Foreign-owned multinational enterprise dominated,56386
GVA at Current Basic Prices (Seasonally Adjusted),2021Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,52416
GVA at Current Basic Prices (Seasonally Adjusted),2021Q4,All sectors,109318
GVA at Current Basic Prices (Seasonally Adjusted),2021Q4,Foreign-owned multinational enterprise dominated,54646
GVA at Current Basic Prices (Seasonally Adjusted),2021Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,54672
GVA at Current Basic Prices (Seasonally Adjusted),2022Q1,All sectors,118291
GVA at Current Basic Prices (Seasonally Adjusted),2022Q1,Foreign-owned multinational enterprise dominated,62121
GVA at Current Basic Prices (Seasonally Adjusted),2022Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,56169
GVA at Current Basic Prices (Seasonally Adjusted),2022Q2,All sectors,122760
GVA at Current Basic Prices (Seasonally Adjusted),2022Q2,Foreign-owned multinational enterprise dominated,64411
GVA at Current Basic Prices (Seasonally Adjusted),2022Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,58349
GVA at Current Basic Prices (Seasonally Adjusted),2022Q3,All sectors,126922
GVA at Current Basic Prices (Seasonally Adjusted),2022Q3,Foreign-owned multinational enterprise dominated,67028
GVA at Current Basic Prices (Seasonally Adjusted),2022Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,59895
GVA at Current Basic Prices (Seasonally Adjusted),2022Q4,All sectors,127285
GVA at Current Basic Prices (Seasonally Adjusted),2022Q4,Foreign-owned multinational enterprise dominated,65434
GVA at Current Basic Prices (Seasonally Adjusted),2022Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,61851
GVA at Current Basic Prices (Seasonally Adjusted),2023Q1,All sectors,122158
GVA at Current Basic Prices (Seasonally Adjusted),2023Q1,Foreign-owned multinational enterprise dominated,58158
GVA at Current Basic Prices (Seasonally Adjusted),2023Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,64000
GVA at Current Basic Prices (Seasonally Adjusted),2023Q2,All sectors,124559
GVA at Current Basic Prices (Seasonally Adjusted),2023Q2,Foreign-owned multinational enterprise dominated,59404
GVA at Current Basic Prices (Seasonally Adjusted),2023Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,65155
GVA at Current Basic Prices (Seasonally Adjusted),2023Q3,All sectors,119877
GVA at Current Basic Prices (Seasonally Adjusted),2023Q3,Foreign-owned multinational enterprise dominated,54526
GVA at Current Basic Prices (Seasonally Adjusted),2023Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,65351
GVA at Current Basic Prices (Seasonally Adjusted),2023Q4,All sectors,118774
GVA at Current Basic Prices (Seasonally Adjusted),2023Q4,Foreign-owned multinational enterprise dominated,52856
GVA at Current Basic Prices (Seasonally Adjusted),2023Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,65918
GVA at Current Basic Prices (Seasonally Adjusted),2024Q1,All sectors,118791
GVA at Current Basic Prices (Seasonally Adjusted),2024Q1,Foreign-owned multinational enterprise dominated,51127
GVA at Current Basic Prices (Seasonally Adjusted),2024Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,67665
GVA at Current Basic Prices (Seasonally Adjusted),2024Q2,All sectors,118041
GVA at Current Basic Prices (Seasonally Adjusted),2024Q2,Foreign-owned multinational enterprise dominated,50736
GVA at Current Basic Prices (Seasonally Adjusted),2024Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,67305
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q1,All sectors,28014
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q1,Foreign-owned multinational enterprise dominated,3661
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,24353
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q2,All sectors,28676
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q2,Foreign-owned multinational enterprise dominated,3742
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,24935
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q3,All sectors,28957
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q3,Foreign-owned multinational enterprise dominated,3619
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,25338
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q4,All sectors,29063
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q4,Foreign-owned multinational enterprise dominated,4013
GVA at Constant Basic Prices (Seasonally Adjusted),1995Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,25050
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q1,All sectors,29820
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q1,Foreign-owned multinational enterprise dominated,3964
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,25857
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q2,All sectors,30385
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q2,Foreign-owned multinational enterprise dominated,4076
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,26309
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q3,All sectors,30246
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q3,Foreign-owned multinational enterprise dominated,3877
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,26369
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q4,All sectors,30944
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q4,Foreign-owned multinational enterprise dominated,4284
GVA at Constant Basic Prices (Seasonally Adjusted),1996Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,26660
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q1,All sectors,31983
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q1,Foreign-owned multinational enterprise dominated,4533
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,27450
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q2,All sectors,33023
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q2,Foreign-owned multinational enterprise dominated,4945
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,28078
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q3,All sectors,33973
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q3,Foreign-owned multinational enterprise dominated,5583
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,28390
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q4,All sectors,33965
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q4,Foreign-owned multinational enterprise dominated,5250
GVA at Constant Basic Prices (Seasonally Adjusted),1997Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,28715
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q1,All sectors,35285
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q1,Foreign-owned multinational enterprise dominated,5882
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,29403
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q2,All sectors,35381
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q2,Foreign-owned multinational enterprise dominated,5950
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,29431
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q3,All sectors,36765
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q3,Foreign-owned multinational enterprise dominated,6666
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,30099
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q4,All sectors,36240
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q4,Foreign-owned multinational enterprise dominated,5675
GVA at Constant Basic Prices (Seasonally Adjusted),1998Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,30565
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q1,All sectors,37495
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q1,Foreign-owned multinational enterprise dominated,6755
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,30740
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q2,All sectors,37859
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q2,Foreign-owned multinational enterprise dominated,6698
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,31162
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q3,All sectors,39107
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q3,Foreign-owned multinational enterprise dominated,7331
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,31777
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q4,All sectors,39970
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q4,Foreign-owned multinational enterprise dominated,7756
GVA at Constant Basic Prices (Seasonally Adjusted),1999Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,32214
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q1,All sectors,39821
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q1,Foreign-owned multinational enterprise dominated,7038
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,32783
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q2,All sectors,41118
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q2,Foreign-owned multinational enterprise dominated,7791
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,33327
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q3,All sectors,42216
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q3,Foreign-owned multinational enterprise dominated,8296
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,33920
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q4,All sectors,43200
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q4,Foreign-owned multinational enterprise dominated,9214
GVA at Constant Basic Prices (Seasonally Adjusted),2000Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,33986
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q1,All sectors,42682
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q1,Foreign-owned multinational enterprise dominated,9004
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,33678
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q2,All sectors,43022
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q2,Foreign-owned multinational enterprise dominated,8400
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,34622
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q3,All sectors,43186
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q3,Foreign-owned multinational enterprise dominated,8367
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,34819
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q4,All sectors,43624
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q4,Foreign-owned multinational enterprise dominated,8496
GVA at Constant Basic Prices (Seasonally Adjusted),2001Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,35128
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q1,All sectors,44457
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q1,Foreign-owned multinational enterprise dominated,9473
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,34984
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q2,All sectors,45499
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q2,Foreign-owned multinational enterprise dominated,10127
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,35372
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q3,All sectors,45904
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q3,Foreign-owned multinational enterprise dominated,10316
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,35588
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q4,All sectors,45942
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q4,Foreign-owned multinational enterprise dominated,9875
GVA at Constant Basic Prices (Seasonally Adjusted),2002Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,36066
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q1,All sectors,45206
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q1,Foreign-owned multinational enterprise dominated,9268
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,35938
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q2,All sectors,45862
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q2,Foreign-owned multinational enterprise dominated,9567
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,36295
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q3,All sectors,46083
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q3,Foreign-owned multinational enterprise dominated,8722
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,37361
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q4,All sectors,47790
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q4,Foreign-owned multinational enterprise dominated,10292
GVA at Constant Basic Prices (Seasonally Adjusted),2003Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,37498
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q1,All sectors,48179
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q1,Foreign-owned multinational enterprise dominated,9591
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,38588
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q2,All sectors,48535
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q2,Foreign-owned multinational enterprise dominated,9705
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,38830
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q3,All sectors,48277
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q3,Foreign-owned multinational enterprise dominated,9252
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,39025
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q4,All sectors,49797
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q4,Foreign-owned multinational enterprise dominated,10109
GVA at Constant Basic Prices (Seasonally Adjusted),2004Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,39689
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q1,All sectors,50802
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q1,Foreign-owned multinational enterprise dominated,10714
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,40088
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q2,All sectors,51172
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q2,Foreign-owned multinational enterprise dominated,10242
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,40930
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q3,All sectors,51702
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q3,Foreign-owned multinational enterprise dominated,10399
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41303
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q4,All sectors,52858
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q4,Foreign-owned multinational enterprise dominated,10927
GVA at Constant Basic Prices (Seasonally Adjusted),2005Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41932
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q1,All sectors,52775
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q1,Foreign-owned multinational enterprise dominated,10325
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,42450
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q2,All sectors,54007
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q2,Foreign-owned multinational enterprise dominated,11540
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,42467
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q3,All sectors,54398
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q3,Foreign-owned multinational enterprise dominated,11640
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,42758
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q4,All sectors,54808
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q4,Foreign-owned multinational enterprise dominated,11131
GVA at Constant Basic Prices (Seasonally Adjusted),2006Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,43677
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q1,All sectors,57723
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q1,Foreign-owned multinational enterprise dominated,12676
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,45047
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q2,All sectors,57553
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q2,Foreign-owned multinational enterprise dominated,11824
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,45729
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q3,All sectors,58227
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q3,Foreign-owned multinational enterprise dominated,11791
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46436
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q4,All sectors,59410
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q4,Foreign-owned multinational enterprise dominated,13060
GVA at Constant Basic Prices (Seasonally Adjusted),2007Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46349
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q1,All sectors,57986
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q1,Foreign-owned multinational enterprise dominated,11839
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,46147
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q2,All sectors,57644
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q2,Foreign-owned multinational enterprise dominated,12204
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,45440
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q3,All sectors,57548
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q3,Foreign-owned multinational enterprise dominated,12803
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,44745
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q4,All sectors,54432
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q4,Foreign-owned multinational enterprise dominated,11018
GVA at Constant Basic Prices (Seasonally Adjusted),2008Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,43414
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q1,All sectors,54224
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q1,Foreign-owned multinational enterprise dominated,12619
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41605
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q2,All sectors,54245
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q2,Foreign-owned multinational enterprise dominated,13013
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41232
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q3,All sectors,53222
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q3,Foreign-owned multinational enterprise dominated,12554
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,40668
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q4,All sectors,51702
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q4,Foreign-owned multinational enterprise dominated,11573
GVA at Constant Basic Prices (Seasonally Adjusted),2009Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,40129
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q1,All sectors,54085
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q1,Foreign-owned multinational enterprise dominated,13034
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41052
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q2,All sectors,53499
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q2,Foreign-owned multinational enterprise dominated,12520
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,40979
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q3,All sectors,54428
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q3,Foreign-owned multinational enterprise dominated,13372
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q3,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41057
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q4,All sectors,55194
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q4,Foreign-owned multinational enterprise dominated,13912
GVA at Constant Basic Prices (Seasonally Adjusted),2010Q4,Other sectors excluding the foreign-owned multinational enterprise dominated sector,41282
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q1,All sectors,54600
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q1,Foreign-owned multinational enterprise dominated,12476
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q1,Other sectors excluding the foreign-owned multinational enterprise dominated sector,42124
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q2,All sectors,56139
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q2,Foreign-owned multinational enterprise dominated,13583
GVA at Constant Basic Prices (Seasonally Adjusted),2011Q2,Other sectors excluding the foreign-owned multinational enterprise dominated sector,42556
